week,state,tv_spend,search_spend
2021-03-07,New Hampshire,3265.16,816.29
2021-03-14,New Hampshire,3265.16,816.29
2021-03-21,New Hampshire,3265.16,816.29
2021-03-28,New Hampshire,3265.16,816.29
2021-04-04,New Hampshire,3265.16,816.29
2021-04-11,New Hampshire,3265.16,1108.63
2021-04-18,New Hampshire,3265.16,1378.27
2021-04-25,New Hampshire,3265.16,816.29
2021-05-02,New Hampshire,3265.16,1349.61
2021-05-09,New Hampshire,3265.16,1187.59
2021-05-16,New Hampshire,3265.16,816.29
2021-05-23,New Hampshire,3335.73,816.29
2021-05-30,New Hampshire,3265.16,816.29
2021-06-06,New Hampshire,3265.16,816.29
2021-06-13,New Hampshire,3265.16,816.29
2021-06-20,New Hampshire,3265.16,816.29
2021-06-27,New Hampshire,3265.16,1286.51
2021-07-04,New Hampshire,3807.66,816.29
2021-07-11,New Hampshire,3265.16,816.29
2021-07-18,New Hampshire,3861.23,1010.76
2021-07-25,New Hampshire,3694.52,816.29
2021-08-01,New Hampshire,3265.16,816.29
2021-08-08,New Hampshire,3265.16,816.29
2021-08-15,New Hampshire,3265.16,816.29
2021-08-22,New Hampshire,3265.16,816.29
2021-08-29,New Hampshire,3265.16,1375.69
2021-09-05,New Hampshire,3265.16,2271.44
2021-09-12,New Hampshire,3514.35,2676.57
2021-09-19,New Hampshire,3338.56,2772.14
2021-09-26,New Hampshire,3265.16,2242.06
2021-10-03,New Hampshire,3265.16,2091.83
2021-10-10,New Hampshire,3265.16,1494.13
2021-10-17,New Hampshire,3265.16,868.24
2021-10-24,New Hampshire,3356.3,971.09
2021-10-31,New Hampshire,3265.16,1921.71
2021-11-07,New Hampshire,3265.16,2195.52
2021-11-14,New Hampshire,3265.16,816.29
2021-11-21,New Hampshire,3265.16,2635.76
2021-11-28,New Hampshire,4284.27,3313.11
2021-12-05,New Hampshire,5237.29,2538.34
2021-12-12,New Hampshire,5998.26,1888.9
2021-12-19,New Hampshire,6334.18,2084.31
2021-12-26,New Hampshire,6519.21,1707.78
2022-01-02,New Hampshire,5613.4,2639.37
2022-01-09,New Hampshire,4679.71,1978.57
2022-01-16,New Hampshire,3663.7,1754.53
2022-01-23,New Hampshire,3596.87,816.29
2022-01-30,New Hampshire,3684.01,1608.6
2022-02-06,New Hampshire,3265.16,816.29
2022-02-13,New Hampshire,3265.16,816.29
2022-02-20,New Hampshire,3265.16,816.29
2022-02-27,New Hampshire,3265.16,816.29
2022-03-06,New Hampshire,3265.16,1180.54
2022-03-13,New Hampshire,3265.16,816.29
2022-03-20,New Hampshire,3523.04,816.29
2022-03-27,New Hampshire,3779.64,816.29
2022-04-03,New Hampshire,4027.52,850.57
2022-04-10,New Hampshire,3595.7,1011.92
2022-04-17,New Hampshire,3265.16,1399.95
2022-04-24,New Hampshire,3265.16,816.29
2022-05-01,New Hampshire,3265.16,816.29
2022-05-08,New Hampshire,3265.16,1859.04
2022-05-15,New Hampshire,3265.16,1014.74
2022-05-22,New Hampshire,3265.16,1950.69
2022-05-29,New Hampshire,3265.16,1817.78
2022-06-05,New Hampshire,3288.33,989.85
2022-06-12,New Hampshire,3265.16,984.8
2022-06-19,New Hampshire,3265.16,816.29
2022-06-26,New Hampshire,3265.16,816.29
2022-07-03,New Hampshire,3495.09,816.29
2022-07-10,New Hampshire,3631.05,816.29
2022-07-17,New Hampshire,3265.16,1841.95
2022-07-24,New Hampshire,3265.16,1339.09
2022-07-31,New Hampshire,3265.16,1172.73
2022-08-07,New Hampshire,3265.16,816.29
2022-08-14,New Hampshire,3265.16,816.29
2022-08-21,New Hampshire,3265.16,816.29
2022-08-28,New Hampshire,3265.16,999.11
2022-09-04,New Hampshire,3265.16,816.29
2022-09-11,New Hampshire,3265.16,924.88
2022-09-18,New Hampshire,3265.16,1673.98
2022-09-25,New Hampshire,3265.16,1842.67
2022-10-02,New Hampshire,3265.16,816.29
2022-10-09,New Hampshire,3265.16,947.61
2022-10-16,New Hampshire,3688.88,816.29
2022-10-23,New Hampshire,3741.0,816.29
2022-10-30,New Hampshire,3265.16,912.05
2022-11-06,New Hampshire,3265.16,816.29
2022-11-13,New Hampshire,3265.16,1633.01
2022-11-20,New Hampshire,3265.16,2605.76
2022-11-27,New Hampshire,3629.95,2566.0
2022-12-04,New Hampshire,4391.27,1874.62
2022-12-11,New Hampshire,4141.5,1788.07
2022-12-18,New Hampshire,4274.14,982.22
2022-12-25,New Hampshire,4590.18,816.29
2023-01-01,New Hampshire,4353.39,1271.28
2023-01-08,New Hampshire,4236.67,816.29
2023-01-15,New Hampshire,3677.86,816.29
2023-01-22,New Hampshire,3633.42,816.29
2023-01-29,New Hampshire,3265.16,1248.78
2023-02-05,New Hampshire,3265.16,2253.84
2023-02-12,New Hampshire,3265.16,2502.77
2023-02-19,New Hampshire,3265.16,1435.78
2023-02-26,New Hampshire,3265.16,1450.78
2023-03-05,New Hampshire,3265.16,816.29
2023-03-12,New Hampshire,3265.16,816.29
2023-03-19,New Hampshire,3852.48,2226.51
2023-03-26,New Hampshire,3608.59,2195.7
2023-04-02,New Hampshire,3265.16,2470.42
2023-04-09,New Hampshire,3265.16,2511.36
2023-04-16,New Hampshire,3265.16,1979.24
2023-04-23,New Hampshire,3265.16,1423.44
2023-04-30,New Hampshire,3265.16,856.74
2023-05-07,New Hampshire,3265.16,816.29
2023-05-14,New Hampshire,3265.16,816.29
2023-05-21,New Hampshire,3265.16,1585.46
2023-05-28,New Hampshire,3752.53,1296.84
2023-06-04,New Hampshire,3265.16,816.29
2023-06-11,New Hampshire,3265.16,1913.57
2023-06-18,New Hampshire,3265.16,1974.92
2023-06-25,New Hampshire,3265.16,2203.87
2023-07-02,New Hampshire,3424.86,2090.75
2023-07-09,New Hampshire,3265.16,3015.81
2023-07-16,New Hampshire,3265.16,2891.71
2023-07-23,New Hampshire,3265.16,1940.37
2023-07-30,New Hampshire,3265.16,1239.82
2023-08-06,New Hampshire,3265.16,816.29
2023-08-13,New Hampshire,3265.16,816.29
2023-08-20,New Hampshire,3265.16,816.29
2023-08-27,New Hampshire,3265.16,816.29
2023-09-03,New Hampshire,3265.16,816.29
2023-09-10,New Hampshire,3265.16,979.58
2023-09-17,New Hampshire,3411.41,964.06
2023-09-24,New Hampshire,3265.16,816.29
2023-10-01,New Hampshire,3265.16,986.95
2023-10-08,New Hampshire,3265.16,816.29
2023-10-15,New Hampshire,3265.16,816.29
2023-10-22,New Hampshire,3265.16,816.29
2023-10-29,New Hampshire,3265.16,816.29
2023-11-05,New Hampshire,3326.01,1578.27
2023-11-12,New Hampshire,3265.16,1771.92
2023-11-19,New Hampshire,3511.29,1964.51
2023-11-26,New Hampshire,4074.8,816.29
2023-12-03,New Hampshire,4351.58,1624.37
2023-12-10,New Hampshire,4502.58,816.29
2023-12-17,New Hampshire,4198.1,816.29
2023-12-24,New Hampshire,4384.38,1348.12
2023-12-31,New Hampshire,4127.79,1125.38
2020-01-12,New Jersey,15201.77,6518.94
2020-01-19,New Jersey,14082.6,5496.16
2020-01-26,New Jersey,13779.59,3919.59
2020-02-02,New Jersey,14238.66,3133.07
2020-02-09,New Jersey,15145.33,2515.58
2020-02-16,New Jersey,11479.18,1665.66
2020-02-23,New Jersey,9986.56,1488.86
2020-03-01,New Jersey,8141.54,1488.86
2020-03-08,New Jersey,6615.84,1488.86
2020-03-15,New Jersey,6508.29,1847.94
2020-03-22,New Jersey,6047.39,1488.86
2020-03-29,New Jersey,6221.25,1619.07
2020-04-05,New Jersey,6964.07,2005.24
2020-04-12,New Jersey,6540.87,2266.51
2020-04-19,New Jersey,5955.45,3756.94
2020-04-26,New Jersey,5955.45,3276.08
2020-05-03,New Jersey,5955.45,3714.66
2020-05-10,New Jersey,5955.45,1919.77
2020-05-17,New Jersey,5955.45,1991.21
2020-05-24,New Jersey,6026.06,3149.58
2020-05-31,New Jersey,6346.82,1597.83
2020-06-07,New Jersey,5955.45,1556.29
2020-06-14,New Jersey,5955.45,1488.86
2020-06-21,New Jersey,5955.45,1488.86
2020-06-28,New Jersey,5955.45,2235.01
2020-07-05,New Jersey,6739.42,1488.86
2020-07-12,New Jersey,8524.81,1788.58
2020-07-19,New Jersey,8899.47,1488.86
2020-07-26,New Jersey,9693.57,1488.86
2020-08-02,New Jersey,7839.05,1488.86
2020-08-09,New Jersey,6336.57,1488.86
2020-08-16,New Jersey,5955.45,1488.86
2020-08-23,New Jersey,5955.45,1650.2
2020-08-30,New Jersey,5955.45,1488.86
2020-09-06,New Jersey,6750.54,1488.86
2020-09-13,New Jersey,6613.9,1488.86
2020-09-20,New Jersey,7465.11,1488.86
2020-09-27,New Jersey,6738.01,1488.86
2020-10-04,New Jersey,7330.82,1488.86
2020-10-11,New Jersey,8495.71,1992.57
2020-10-18,New Jersey,7748.59,2741.27
2020-10-25,New Jersey,7705.1,4652.72
2020-11-01,New Jersey,8495.51,4054.75
2020-11-08,New Jersey,7456.14,4590.27
2020-11-15,New Jersey,6983.95,4470.36
2020-11-22,New Jersey,8409.52,4046.13
2020-11-29,New Jersey,9426.42,4973.6
2020-12-06,New Jersey,9819.78,4239.18
2020-12-13,New Jersey,10014.23,2241.0
2020-12-20,New Jersey,11229.79,1488.86
2020-12-27,New Jersey,13140.14,2690.42
2021-01-03,New Jersey,12435.74,2665.2
2021-01-10,New Jersey,12922.47,2138.91
2021-01-17,New Jersey,12924.02,1488.86
2021-01-24,New Jersey,13174.05,4046.63
2021-01-31,New Jersey,13133.22,3630.05
2021-02-07,New Jersey,13519.59,3659.46
2021-02-14,New Jersey,14856.89,3642.84
2021-02-21,New Jersey,12343.42,3863.89
2021-02-28,New Jersey,10667.07,2771.2
2021-03-07,New Jersey,8600.25,3788.69
2021-03-14,New Jersey,6284.13,3963.96
2021-03-21,New Jersey,6693.85,2701.3
2021-03-28,New Jersey,6732.65,1879.85
2021-04-04,New Jersey,6075.27,2439.73
2021-04-11,New Jersey,7067.46,2617.52
2021-04-18,New Jersey,5955.45,2946.76
2021-04-25,New Jersey,5955.45,1565.58
2021-05-02,New Jersey,5955.45,2208.87
2021-05-09,New Jersey,5955.45,3407.38
2021-05-16,New Jersey,5955.45,3259.2
2021-05-23,New Jersey,5955.45,1488.86
2021-05-30,New Jersey,6905.92,1488.86
2021-06-06,New Jersey,5955.45,1488.86
2021-06-13,New Jersey,5955.45,3000.41
2021-06-20,New Jersey,5955.45,4253.18
2021-06-27,New Jersey,5955.45,2357.72
2021-07-04,New Jersey,5955.45,2771.76
2021-07-11,New Jersey,5955.45,2444.9
2021-07-18,New Jersey,7054.77,1488.86
2021-07-25,New Jersey,7550.77,1488.86
2021-08-01,New Jersey,6229.09,1712.11
2021-08-08,New Jersey,6315.69,1488.86
2021-08-15,New Jersey,5955.45,2231.12
2021-08-22,New Jersey,5955.45,1983.26
2021-08-29,New Jersey,5955.45,3280.88
2021-09-05,New Jersey,5955.45,2330.99
2021-09-12,New Jersey,5955.45,2277.58
2021-09-19,New Jersey,5955.45,1790.56
2021-09-26,New Jersey,5955.45,1488.86
2021-10-03,New Jersey,5955.45,1488.86
2021-10-10,New Jersey,6225.79,3143.01
2021-10-17,New Jersey,6578.19,2430.43
2021-10-24,New Jersey,6616.63,1531.12
2021-10-31,New Jersey,6665.74,1488.86
2021-11-07,New Jersey,5955.45,1488.86
2021-11-14,New Jersey,5955.45,1488.86
2021-11-21,New Jersey,5955.45,1488.86
2021-11-28,New Jersey,6239.37,2900.86
2021-12-05,New Jersey,7381.07,3537.33
2021-12-12,New Jersey,9455.54,2003.87
2021-12-19,New Jersey,10893.95,2843.32
2021-12-26,New Jersey,12671.86,2271.36
2022-01-02,New Jersey,10725.28,1488.86
2022-01-09,New Jersey,10459.71,1488.86
2022-01-16,New Jersey,8609.54,1488.86
2022-01-23,New Jersey,8667.22,1488.86
2022-01-30,New Jersey,8717.91,2653.73
2022-02-06,New Jersey,10761.26,1488.86
2022-02-13,New Jersey,11438.64,2507.9
2022-02-20,New Jersey,10155.53,1488.86
2022-02-27,New Jersey,8468.43,1685.6
2022-03-06,New Jersey,7013.62,1488.86
2022-03-13,New Jersey,5955.45,1488.86
2022-03-20,New Jersey,6053.22,1488.86
2022-03-27,New Jersey,7748.42,1697.7
2022-04-03,New Jersey,7399.59,1488.86
2022-04-10,New Jersey,7163.23,2476.14
2022-04-17,New Jersey,6782.79,2111.81
2022-04-24,New Jersey,5955.45,2467.01
2022-05-01,New Jersey,5955.45,1488.86
2022-05-08,New Jersey,5955.45,1679.82
2022-05-15,New Jersey,5955.45,1488.86
2022-05-22,New Jersey,6516.34,3347.48
2022-05-29,New Jersey,5955.45,3540.91
2022-06-05,New Jersey,5955.45,1488.86
2022-06-12,New Jersey,5955.45,1683.34
2022-06-19,New Jersey,5955.45,1768.71
2022-06-26,New Jersey,5955.45,1488.86
2022-07-03,New Jersey,7168.95,2127.43
2022-07-10,New Jersey,6799.72,2286.17
2022-07-17,New Jersey,7347.79,2465.16
2022-07-24,New Jersey,9022.99,3187.84
2022-07-31,New Jersey,9706.15,3094.16
2022-08-07,New Jersey,7720.74,2195.28
2022-08-14,New Jersey,6535.87,1784.98
2022-08-21,New Jersey,5955.45,1488.86
2022-08-28,New Jersey,5955.45,1488.86
2022-09-04,New Jersey,5955.45,1488.86
2022-09-11,New Jersey,5955.45,1488.86
2022-09-18,New Jersey,7696.61,2626.0
2022-09-25,New Jersey,8700.19,1784.54
2022-10-02,New Jersey,9470.27,2215.25
2022-10-09,New Jersey,9251.76,1488.86
2022-10-16,New Jersey,7686.02,3158.87
2022-10-23,New Jersey,7194.12,2108.56
2022-10-30,New Jersey,6133.96,2683.46
2022-11-06,New Jersey,5955.45,1488.86
2022-11-13,New Jersey,5955.45,2702.65
2022-11-20,New Jersey,6645.31,2222.42
2022-11-27,New Jersey,8450.54,2192.87
2022-12-04,New Jersey,9731.94,1488.86
2022-12-11,New Jersey,10377.37,1488.86
2022-12-18,New Jersey,11279.72,4013.91
2022-12-25,New Jersey,12624.52,4362.54
2023-01-01,New Jersey,12141.77,1937.76
2023-01-08,New Jersey,11877.25,2162.48
2023-01-15,New Jersey,11415.04,1488.86
2023-01-22,New Jersey,11611.1,2172.83
2023-01-29,New Jersey,10670.58,1488.86
2023-02-05,New Jersey,10859.53,1488.86
2023-02-12,New Jersey,12715.52,1488.86
2023-02-19,New Jersey,10084.45,2003.31
2023-02-26,New Jersey,8292.99,1488.86
2023-03-05,New Jersey,6898.24,1667.99
2023-03-12,New Jersey,5955.45,2616.45
2023-03-19,New Jersey,6245.03,2651.28
2023-03-26,New Jersey,6262.57,1798.01
2023-04-02,New Jersey,7396.66,1488.86
2023-04-09,New Jersey,8062.42,1488.86
2023-04-16,New Jersey,7574.13,2164.67
2023-04-23,New Jersey,6468.19,2433.68
2023-04-30,New Jersey,7203.5,1488.86
2023-05-07,New Jersey,5955.45,1994.23
2023-05-14,New Jersey,5955.45,3897.93
2023-05-21,New Jersey,5955.45,2904.09
2023-05-28,New Jersey,6566.23,4551.11
2023-06-04,New Jersey,6729.44,3211.83
2023-06-11,New Jersey,6014.96,4364.43
2023-06-18,New Jersey,5955.45,5393.41
2023-06-25,New Jersey,5955.45,6624.02
2023-07-02,New Jersey,6160.78,6896.2
2023-07-09,New Jersey,6768.58,5774.9
2023-07-16,New Jersey,7866.32,5911.76
2023-07-23,New Jersey,5955.45,4637.92
2023-07-30,New Jersey,8079.24,6918.52
2023-08-06,New Jersey,5955.45,6536.47
2023-08-13,New Jersey,5955.45,5957.47
2023-08-20,New Jersey,5955.45,4791.36
2023-08-27,New Jersey,5955.45,4276.63
2023-09-03,New Jersey,6199.89,3565.25
2023-09-10,New Jersey,6197.77,1748.69
2023-09-17,New Jersey,6301.07,1488.86
2023-09-24,New Jersey,6244.83,1765.31
2023-10-01,New Jersey,5955.45,2437.56
2023-10-08,New Jersey,5955.45,2051.73
2023-10-15,New Jersey,5955.45,1817.74
2023-10-22,New Jersey,5955.45,3095.42
2023-10-29,New Jersey,5955.45,3018.54
2023-11-05,New Jersey,5955.45,2800.23
2023-11-12,New Jersey,5955.45,1488.86
2023-11-19,New Jersey,6501.48,1488.86
2023-11-26,New Jersey,7817.05,3246.66
2023-12-03,New Jersey,8760.66,4105.67
2023-12-10,New Jersey,8768.62,4993.16
2023-12-17,New Jersey,10682.05,4384.62
2023-12-24,New Jersey,12287.19,1974.28
2023-12-31,New Jersey,15344.92,1500.78
2020-01-12,New Mexico,8490.45,4236.91
2020-01-19,New Mexico,7742.63,4261.17
2020-01-26,New Mexico,7734.31,3676.26
2020-02-02,New Mexico,7360.56,2799.3
2020-02-09,New Mexico,7137.49,961.1
2020-02-16,New Mexico,5580.87,961.1
2020-02-23,New Mexico,3999.88,1850.97
2020-03-01,New Mexico,3844.4,3126.18
2020-03-08,New Mexico,3844.4,3677.58
2020-03-15,New Mexico,3844.4,2475.69
2020-03-22,New Mexico,3844.4,1469.71
2020-03-29,New Mexico,3844.4,1795.81
2020-04-05,New Mexico,3844.4,1409.79
2020-04-12,New Mexico,3844.4,1298.56
2020-04-19,New Mexico,3844.4,1402.42
2020-04-26,New Mexico,3844.4,1684.37
2020-05-03,New Mexico,3844.4,1087.37
2020-05-10,New Mexico,3844.4,1183.03
2020-05-17,New Mexico,3844.4,1108.16
2020-05-24,New Mexico,4125.71,961.1
2020-05-31,New Mexico,3844.4,2013.17
2020-06-07,New Mexico,3844.4,1626.5
2020-06-14,New Mexico,3844.4,1094.08
2020-06-21,New Mexico,3844.4,1521.99
2020-06-28,New Mexico,3844.4,2720.89
2020-07-05,New Mexico,5131.72,3314.13
2020-07-12,New Mexico,5175.67,2363.72
2020-07-19,New Mexico,5703.21,1268.66
2020-07-26,New Mexico,6367.49,961.1
2020-08-02,New Mexico,4521.27,961.1
2020-08-09,New Mexico,3844.4,1215.16
2020-08-16,New Mexico,3844.4,961.1
2020-08-23,New Mexico,3844.4,1566.09
2020-08-30,New Mexico,3844.4,3373.3
2020-09-06,New Mexico,4030.93,5025.03
2020-09-13,New Mexico,4442.24,4094.67
2020-09-20,New Mexico,4509.7,3121.65
2020-09-27,New Mexico,4668.52,1944.91
2020-10-04,New Mexico,3968.24,1802.41
2020-10-11,New Mexico,4382.97,2207.37
2020-10-18,New Mexico,4592.21,2117.23
2020-10-25,New Mexico,5220.45,961.1
2020-11-01,New Mexico,4752.39,1100.03
2020-11-08,New Mexico,4198.52,961.1
2020-11-15,New Mexico,4796.49,1318.39
2020-11-22,New Mexico,5227.89,1625.88
2020-11-29,New Mexico,5312.67,1451.75
2020-12-06,New Mexico,4990.91,990.29
2020-12-13,New Mexico,5524.34,961.1
2020-12-20,New Mexico,6530.36,961.1
2020-12-27,New Mexico,7611.68,1085.29
2021-01-03,New Mexico,7761.19,1301.85
2021-01-10,New Mexico,7483.87,1066.82
2021-01-17,New Mexico,6989.72,1258.4
2021-01-24,New Mexico,6533.63,1212.31
2021-01-31,New Mexico,5720.25,961.1
2021-02-07,New Mexico,5328.22,1158.89
2021-02-14,New Mexico,5188.19,1848.5
2021-02-21,New Mexico,3844.4,1658.98
2021-02-28,New Mexico,3844.4,2236.5
2021-03-07,New Mexico,3844.4,2582.04
2021-03-14,New Mexico,3844.4,1015.19
2021-03-21,New Mexico,4082.88,961.1
2021-03-28,New Mexico,4838.87,961.1
2021-04-04,New Mexico,3967.38,1010.8
2021-04-11,New Mexico,4234.84,961.1
2021-04-18,New Mexico,3844.4,1335.48
2021-04-25,New Mexico,3844.4,961.1
2021-05-02,New Mexico,3844.4,961.1
2021-05-09,New Mexico,3844.4,961.1
2021-05-16,New Mexico,3844.4,1680.32
2021-05-23,New Mexico,3844.4,1341.23
2021-05-30,New Mexico,4064.11,2592.15
2021-06-06,New Mexico,3844.4,2386.62
2021-06-13,New Mexico,3844.4,1469.08
2021-06-20,New Mexico,3844.4,961.1
2021-06-27,New Mexico,3844.4,1019.82
2021-07-04,New Mexico,4052.89,1559.62
2021-07-11,New Mexico,4244.74,2073.56
2021-07-18,New Mexico,3844.4,2709.65
2021-07-25,New Mexico,3844.4,2888.06
2021-08-01,New Mexico,3844.4,1713.98
2021-08-08,New Mexico,3844.4,1631.62
2021-08-15,New Mexico,3844.4,1347.8
2021-08-22,New Mexico,3844.4,961.1
2021-08-29,New Mexico,3844.4,3543.26
2021-09-05,New Mexico,3844.4,3073.78
2021-09-12,New Mexico,3990.78,3352.53
2021-09-19,New Mexico,4008.41,2123.22
2021-09-26,New Mexico,3844.4,961.1
2021-10-03,New Mexico,4137.41,961.1
2021-10-10,New Mexico,3844.4,1603.76
2021-10-17,New Mexico,3844.4,3128.53
2021-10-24,New Mexico,3844.4,3492.16
2021-10-31,New Mexico,3844.4,4232.17
2021-11-07,New Mexico,3844.4,3426.64
2021-11-14,New Mexico,3844.4,3097.0
2021-11-21,New Mexico,4789.21,1887.61
2021-11-28,New Mexico,5017.39,2497.55
2021-12-05,New Mexico,5586.27,2222.38
2021-12-12,New Mexico,6650.56,1210.22
2021-12-19,New Mexico,6979.69,961.1
2021-12-26,New Mexico,8652.0,1040.61
2022-01-02,New Mexico,7590.97,1565.09
2022-01-09,New Mexico,6282.96,1835.76
2022-01-16,New Mexico,5857.56,2375.77
2022-01-23,New Mexico,5291.85,961.1
2022-01-30,New Mexico,4831.27,2003.16
2022-02-06,New Mexico,4712.53,2016.59
2022-02-13,New Mexico,4930.69,2605.55
2022-02-20,New Mexico,3844.4,1853.13
2022-02-27,New Mexico,3844.4,1605.58
2022-03-06,New Mexico,3844.4,2256.43
2022-03-13,New Mexico,3844.4,3900.72
2022-03-20,New Mexico,3844.4,3395.76
2022-03-27,New Mexico,3844.4,2549.82
2022-04-03,New Mexico,3844.4,1563.05
2022-04-10,New Mexico,3844.4,1460.09
2022-04-17,New Mexico,3844.4,2425.15
2022-04-24,New Mexico,3844.4,2006.38
2022-05-01,New Mexico,3844.4,961.1
2022-05-08,New Mexico,3844.4,961.1
2022-05-15,New Mexico,3844.4,1257.41
2022-05-22,New Mexico,3844.4,961.1
2022-05-29,New Mexico,3844.4,961.1
2022-06-05,New Mexico,4580.67,2218.47
2022-06-12,New Mexico,3844.4,1798.22
2022-06-19,New Mexico,3844.4,1043.77
2022-06-26,New Mexico,3844.4,1834.52
2022-07-03,New Mexico,4058.22,1319.72
2022-07-10,New Mexico,4074.18,961.1
2022-07-17,New Mexico,4299.91,1153.85
2022-07-24,New Mexico,4344.16,1222.47
2022-07-31,New Mexico,4846.86,961.1
2022-08-07,New Mexico,3844.4,961.1
2022-08-14,New Mexico,3844.4,961.1
2022-08-21,New Mexico,3844.4,961.1
2022-08-28,New Mexico,3849.92,961.1
2022-09-04,New Mexico,3844.4,961.1
2022-09-11,New Mexico,3844.4,961.98
2022-09-18,New Mexico,3844.4,1216.52
2022-09-25,New Mexico,3844.4,961.1
2022-10-02,New Mexico,3844.4,961.1
2022-10-09,New Mexico,3844.4,961.1
2022-10-16,New Mexico,3844.4,1541.46
2022-10-23,New Mexico,3844.4,2482.17
2022-10-30,New Mexico,3844.4,1464.01
2022-11-06,New Mexico,3844.4,1289.16
2022-11-13,New Mexico,3844.4,1175.05
2022-11-20,New Mexico,5034.29,2225.64
2022-11-27,New Mexico,4714.34,3396.03
2022-12-04,New Mexico,5193.75,2959.38
2022-12-11,New Mexico,4482.34,2865.25
2022-12-18,New Mexico,5250.12,2816.42
2022-12-25,New Mexico,5509.38,2263.47
2023-01-01,New Mexico,4916.55,3793.24
2023-01-08,New Mexico,3942.66,3732.64
2023-01-15,New Mexico,3844.4,3412.57
2023-01-22,New Mexico,3975.79,3403.71
2023-01-29,New Mexico,3844.4,2911.73
2023-02-05,New Mexico,4236.22,2521.37
2023-02-12,New Mexico,4209.76,1515.27
2023-02-19,New Mexico,3844.4,1299.43
2023-02-26,New Mexico,3844.4,961.1
2023-03-05,New Mexico,3844.4,1836.95
2023-03-12,New Mexico,3844.4,2916.53
2023-03-19,New Mexico,4046.51,1996.93
2023-03-26,New Mexico,4051.99,2082.8
2023-04-02,New Mexico,3844.4,1727.61
2023-04-09,New Mexico,3844.4,2558.19
2023-04-16,New Mexico,3844.4,3580.95
2023-04-23,New Mexico,3844.4,3353.43
2023-04-30,New Mexico,3844.4,2177.37
2023-05-07,New Mexico,3844.4,1734.85
2023-05-14,New Mexico,3844.4,1794.08
2023-05-21,New Mexico,3949.81,1170.54
2023-05-28,New Mexico,3844.4,2182.14
2023-06-04,New Mexico,3844.4,2599.82
2023-06-11,New Mexico,3844.4,1247.76
2023-06-18,New Mexico,3844.4,961.1
2023-06-25,New Mexico,3844.4,1449.04
2023-07-02,New Mexico,4162.55,1559.51
2023-07-09,New Mexico,4510.22,1792.01
2023-07-16,New Mexico,4818.26,1172.36
2023-07-23,New Mexico,4795.91,961.1
2023-07-30,New Mexico,4841.01,961.1
2023-08-06,New Mexico,4244.45,961.1
2023-08-13,New Mexico,3844.4,1050.4
2023-08-20,New Mexico,3844.4,961.1
2023-08-27,New Mexico,3844.4,1734.49
2023-09-03,New Mexico,3844.4,961.1
2023-09-10,New Mexico,3844.4,1097.58
2023-09-17,New Mexico,3890.24,1396.89
2023-09-24,New Mexico,3846.77,961.1
2023-10-01,New Mexico,4629.57,961.1
2023-10-08,New Mexico,4013.03,961.1
2023-10-15,New Mexico,4241.68,1604.31
2023-10-22,New Mexico,3844.4,2511.0
2023-10-29,New Mexico,3844.4,2109.91
2023-11-05,New Mexico,3844.4,2333.45
2023-11-12,New Mexico,3844.4,1537.86
2023-11-19,New Mexico,4129.08,961.1
2023-11-26,New Mexico,4726.9,1068.1
2023-12-03,New Mexico,4957.47,1173.36
2023-12-10,New Mexico,5366.4,1654.71
2023-12-17,New Mexico,6002.23,961.1
2023-12-24,New Mexico,5763.65,1328.73
2023-12-31,New Mexico,7479.12,2048.42
2020-01-12,New York,14704.59,7412.35
2020-01-19,New York,15723.55,4720.28
2020-01-26,New York,14955.55,1754.49
2020-02-02,New York,15209.96,1754.49
2020-02-09,New York,16629.53,3853.65
2020-02-16,New York,13645.38,6204.85
2020-02-23,New York,11832.48,6467.91
2020-03-01,New York,8850.69,5100.67
2020-03-08,New York,7196.43,9294.15
2020-03-15,New York,8748.17,5728.97
2020-03-22,New York,9776.25,3810.71
2020-03-29,New York,9438.52,1754.49
2020-04-05,New York,9661.75,1754.49
2020-04-12,New York,9943.51,2005.02
2020-04-19,New York,7698.43,3110.63
2020-04-26,New York,7017.96,1754.49
2020-05-03,New York,7017.96,2230.57
2020-05-10,New York,7017.96,2765.9
2020-05-17,New York,7017.96,2641.68
2020-05-24,New York,7921.05,1754.49
2020-05-31,New York,7426.86,2941.77
2020-06-07,New York,7017.96,2832.7
2020-06-14,New York,7017.96,2572.45
2020-06-21,New York,7017.96,2235.16
2020-06-28,New York,7017.96,4317.45
2020-07-05,New York,7179.3,5975.85
2020-07-12,New York,8512.75,5658.4
2020-07-19,New York,10794.88,5844.14
2020-07-26,New York,12750.72,6699.32
2020-08-02,New York,10152.75,4423.26
2020-08-09,New York,10051.44,2962.76
2020-08-16,New York,9352.64,3090.36
2020-08-23,New York,7965.19,2791.73
2020-08-30,New York,7017.96,1754.49
2020-09-06,New York,9517.66,1754.49
2020-09-13,New York,9646.59,1754.49
2020-09-20,New York,10148.38,1754.49
2020-09-27,New York,9956.19,1754.49
2020-10-04,New York,9466.57,3275.32
2020-10-11,New York,7248.68,4660.18
2020-10-18,New York,7017.96,4817.6
2020-10-25,New York,7326.75,4521.03
2020-11-01,New York,7982.18,3340.4
2020-11-08,New York,7017.96,5865.61
2020-11-15,New York,7874.32,4598.17
2020-11-22,New York,8336.74,2197.72
2020-11-29,New York,10215.49,1754.49
2020-12-06,New York,12853.04,1754.49
2020-12-13,New York,15759.86,1754.49
