week,state,avg_temp,avg_employment,tv_spend,search_spend,y
2022-07-24,Missouri,76.7,0.9544,5455.59,2406.17,41514.93
2022-07-31,Missouri,81.4,0.9518,5377.9,2708.41,41542.56
2022-08-07,Missouri,78.6,0.9463,5377.9,2342.45,41496.62
2022-08-14,Missouri,73.7,0.9501,5377.9,2238.18,41544.29
2022-08-21,Missouri,75.4,0.9446,5377.9,1344.48,41588.98
2022-08-28,Missouri,74.9,0.9486,5377.9,2179.71,41541.16
2022-09-04,Missouri,72.3,0.955,5377.9,1344.48,41603.83
2022-09-11,Missouri,70.9,0.9496,6654.43,1344.48,41574.27
2022-09-18,Missouri,74.7,0.9453,5696.95,1344.48,41430.02
2022-09-25,Missouri,60.9,0.9524,5377.9,1344.48,41592.35
2022-10-02,Missouri,61.1,0.9442,5377.9,1344.48,41635.61
2022-10-09,Missouri,60.1,0.9458,5377.9,1344.48,41540.44
2022-10-16,Missouri,51.7,0.9443,5377.9,1344.48,41697.47
2022-10-23,Missouri,56.1,0.9488,5416.49,1836.94,41661.91
2022-10-30,Missouri,59.3,0.9524,5377.9,1344.48,41573.49
2022-11-06,Missouri,52.0,0.9469,5377.9,1344.48,41735.43
2022-11-13,Missouri,30.2,0.944,5377.9,3949.07,41869.41
2022-11-20,Missouri,41.7,0.9537,5377.9,1691.18,41784.78
2022-11-27,Missouri,40.6,0.9554,5377.9,2161.2,41857.44
2022-12-04,Missouri,42.5,0.9486,6540.51,1344.48,41733.07
2022-12-11,Missouri,36.6,0.9562,6293.04,1344.48,41837.72
2022-12-18,Missouri,21.1,0.9558,6173.8,1535.66,42099.38
2022-12-25,Missouri,35.7,0.9531,6519.72,1344.48,41863.71
2023-01-01,Missouri,43.3,0.9564,5377.9,3683.0,41706.06
2023-01-08,Missouri,37.3,0.9638,5377.9,1344.48,41848.17
2023-01-15,Missouri,40.6,0.9617,5377.9,1344.48,41676.72
2023-01-22,Missouri,35.4,0.9622,5880.68,1344.48,41721.76
2023-01-29,Missouri,26.5,0.9598,5377.9,2288.6,41748.89
2023-02-05,Missouri,41.2,0.9644,5641.68,2940.09,41709.82
2023-02-12,Missouri,40.5,0.9597,5933.02,4104.27,41773.58
2023-02-19,Missouri,43.8,0.9667,5377.9,3381.15,41653.29
2023-02-26,Missouri,47.5,0.972,5377.9,2856.69,41599.2
2023-03-05,Missouri,45.1,0.9688,5377.9,1892.02,41796.56
2023-03-12,Missouri,36.7,0.9672,5377.9,1961.98,41908.52
2023-03-19,Missouri,45.4,0.9734,5377.9,1709.88,41694.02
2023-03-26,Missouri,48.9,0.9742,5377.9,1344.48,41808.82
2023-04-02,Missouri,55.3,0.9722,5532.26,1344.48,41756.96
2023-04-09,Missouri,61.6,0.9732,5377.9,1344.48,41662.61
2023-04-16,Missouri,56.2,0.9753,5377.9,1344.48,41672.72
2023-04-23,Missouri,53.3,0.9743,5377.9,1344.48,41802.75
2023-04-30,Missouri,58.0,0.9781,5377.9,1344.48,41714.35
2023-05-07,Missouri,71.4,0.9813,5377.9,1344.48,41599.53
2023-05-14,Missouri,66.5,0.9692,5377.9,1344.48,41561.19
2023-05-21,Missouri,67.2,0.9783,5607.05,1344.48,41540.85
2023-05-28,Missouri,74.1,0.9752,5377.9,1344.48,41389.39
2023-06-04,Missouri,72.4,0.9758,5377.9,3620.68,41509.7
2023-06-11,Missouri,70.3,0.9741,5377.9,3369.11,41608.15
2023-06-18,Missouri,75.9,0.9724,5377.9,2959.24,41453.34
2023-06-25,Missouri,80.4,0.9747,5377.9,1726.59,41401.34
2023-07-02,Missouri,77.5,0.9667,5550.53,2287.52,41528.15
2023-07-09,Missouri,78.9,0.9659,5377.9,1640.0,41542.06
2023-07-16,Missouri,75.7,0.9709,5377.9,1344.48,41527.47
2023-07-23,Missouri,83.0,0.9662,5377.9,1344.48,41489.51
2023-07-30,Missouri,77.7,0.9709,5417.8,1344.48,41573.79
2023-08-06,Missouri,76.5,0.9645,5377.9,2151.27,41556.76
2023-08-13,Missouri,73.0,0.9577,5377.9,1344.48,41629.09
2023-08-20,Missouri,85.5,0.9633,5377.9,1411.37,41600.86
2023-08-27,Missouri,72.5,0.9663,5377.9,1344.48,41484.36
2023-09-03,Missouri,74.6,0.9608,5969.23,1494.8,41594.09
2023-09-10,Missouri,68.1,0.9547,6958.58,1753.31,41567.39
2023-09-17,Missouri,69.3,0.9666,6607.34,2704.25,41625.19
2023-09-24,Missouri,72.7,0.9634,6804.94,1344.48,41555.23
2023-10-01,Missouri,67.4,0.9632,5851.32,1565.22,41562.39
2023-10-08,Missouri,60.0,0.9607,6286.26,2268.59,41657.99
2023-10-15,Missouri,56.9,0.964,6247.08,1874.76,41639.59
2023-10-22,Missouri,63.3,0.9682,5869.06,1344.48,41591.44
2023-10-29,Missouri,42.4,0.9608,5377.9,1344.48,41842.19
2023-11-05,Missouri,56.7,0.9696,5377.9,3156.79,41677.62
2023-11-12,Missouri,52.0,0.9661,5377.9,3944.5,41799.92
2023-11-19,Missouri,41.9,0.9625,5377.9,4154.53,41853.74
2023-11-26,Missouri,40.0,0.9721,5730.54,4083.11,41764.78
2023-12-03,Missouri,45.3,0.9704,6194.07,5921.7,41805.2
2023-12-10,Missouri,41.1,0.9716,8025.07,4880.82,41872.18
2023-12-17,Missouri,44.1,0.969,10073.98,4979.8,41789.66
2023-12-24,Missouri,40.7,0.9677,9458.48,2260.92,41682.83
2023-12-31,Missouri,33.7,0.9709,10927.51,1369.27,41906.67
2020-01-12,Louisiana,62.2,0.9666,12094.38,4826.38,40188.23
2020-01-19,Louisiana,45.2,0.9639,11004.55,4875.57,40288.95
2020-01-26,Louisiana,51.3,0.9599,10394.55,6395.54,40180.2
2020-02-02,Louisiana,55.7,0.9737,12047.43,5515.68,40207.71
2020-02-09,Louisiana,56.7,0.9733,13395.22,4594.29,40264.64
2020-02-16,Louisiana,52.9,0.9709,9961.23,4236.85,40166.39
2020-02-23,Louisiana,52.3,0.9717,8155.82,2539.01,40306.91
2020-03-01,Louisiana,60.0,0.977,5994.47,2246.7,40219.94
2020-03-08,Louisiana,66.4,0.9747,5356.84,2054.3,40136.09
2020-03-15,Louisiana,68.5,0.9771,5538.45,1416.13,40304.4
2020-03-22,Louisiana,72.6,0.9737,5466.96,1238.87,40205.03
2020-03-29,Louisiana,66.0,0.9789,4995.62,1238.87,40287.9
2020-04-05,Louisiana,70.1,0.9771,4955.5,2078.07,40223.46
2020-04-12,Louisiana,61.8,0.977,4955.5,1821.15,40256.4
2020-04-19,Louisiana,69.6,0.9729,4955.5,2031.6,40244.04
2020-04-26,Louisiana,68.2,0.9778,4955.5,1238.87,40318.91
2020-05-03,Louisiana,70.4,0.9739,4955.5,1238.87,40189.13
2020-05-10,Louisiana,70.7,0.9747,4955.5,1238.87,40183.67
2020-05-17,Louisiana,75.5,0.9745,4955.5,1238.87,40206.88
2020-05-24,Louisiana,75.6,0.974,4955.5,1722.99,40101.88
2020-05-31,Louisiana,79.2,0.9839,4955.5,1238.87,40118.12
2020-06-07,Louisiana,79.1,0.9793,4955.5,1238.87,40125.67
2020-06-14,Louisiana,80.2,0.9814,4955.5,1498.89,40068.02
2020-06-21,Louisiana,78.5,0.9722,4955.5,1238.87,40100.55
2020-06-28,Louisiana,83.2,0.9764,4955.5,1590.37,40104.18
2020-07-05,Louisiana,81.5,0.9692,5619.27,1340.35,40069.25
2020-07-12,Louisiana,85.1,0.9713,5047.96,1238.87,40125.14
2020-07-19,Louisiana,82.9,0.9709,5283.66,1238.87,40086.67
2020-07-26,Louisiana,79.1,0.9777,6115.03,1238.87,40125.92
2020-08-02,Louisiana,81.7,0.9697,4955.5,1238.87,40063.71
2020-08-09,Louisiana,84.8,0.9744,4963.09,1238.87,40101.25
2020-08-16,Louisiana,82.5,0.9733,4955.5,1238.87,40095.22
2020-08-23,Louisiana,82.5,0.9787,4955.5,1625.56,40113.14
2020-08-30,Louisiana,83.4,0.9676,4955.5,2776.17,40131.93
2020-09-06,Louisiana,82.5,0.9737,5333.26,2508.07,40013.61
2020-09-13,Louisiana,80.8,0.9736,5698.87,2857.45,39998.43
2020-09-20,Louisiana,71.0,0.9675,6268.9,1238.87,40106.18
2020-09-27,Louisiana,68.6,0.9738,4955.5,1238.87,40183.54
2020-10-04,Louisiana,71.4,0.9711,4955.5,1934.78,40152.95
2020-10-11,Louisiana,69.9,0.9697,4955.5,1238.87,40114.11
2020-10-18,Louisiana,72.7,0.9682,5521.45,1238.87,40201.82
2020-10-25,Louisiana,62.9,0.9688,5402.66,1238.87,40192.41
2020-11-01,Louisiana,60.2,0.9783,4955.5,1238.87,40296.03
2020-11-08,Louisiana,69.1,0.9725,4955.5,1238.87,40206.53
2020-11-15,Louisiana,61.5,0.9751,5128.43,1238.87,40250.34
2020-11-22,Louisiana,62.7,0.9707,4955.5,1238.87,40260.48
2020-11-29,Louisiana,48.3,0.971,5954.88,1464.32,40427.42
2020-12-06,Louisiana,54.3,0.9793,6553.98,1238.87,40374.02
2020-12-13,Louisiana,46.6,0.9723,7371.8,1558.46,40435.26
2020-12-20,Louisiana,48.8,0.9754,8866.6,1238.87,40374.47
2020-12-27,Louisiana,56.3,0.9771,9458.72,1238.87,40203.43
2021-01-03,Louisiana,47.6,0.981,7975.58,3063.42,40426.42
2021-01-10,Louisiana,42.3,0.9804,6163.06,2157.5,40347.41
2021-01-17,Louisiana,55.5,0.9824,4955.5,3261.31,40245.58
2021-01-24,Louisiana,57.1,0.9836,4955.5,2211.04,40174.03
2021-01-31,Louisiana,49.8,0.984,5035.12,1238.87,40287.38
2021-02-07,Louisiana,49.3,0.9825,6413.14,1573.05,40177.54
2021-02-14,Louisiana,29.8,0.9849,6817.39,1608.4,40403.45
2021-02-21,Louisiana,59.7,0.9896,5473.65,1238.87,40090.53
2021-02-28,Louisiana,55.7,0.989,4955.5,1238.87,40275.91
2021-03-07,Louisiana,62.7,0.9849,4955.5,2460.62,40162.35
2021-03-14,Louisiana,62.9,0.99,4955.5,1238.87,40260.21
2021-03-21,Louisiana,65.8,0.9837,5537.97,1701.02,40310.88
2021-03-28,Louisiana,59.0,0.99,5256.92,1238.87,40355.27
2021-04-04,Louisiana,67.2,0.99,5698.65,1371.66,40332.44
2021-04-11,Louisiana,64.5,0.9886,5176.85,1255.61,40347.54
2021-04-18,Louisiana,60.9,0.9892,4955.5,1349.23,40286.33
2021-04-25,Louisiana,71.5,0.99,4955.5,1238.87,40262.02
2021-05-02,Louisiana,71.3,0.9867,4955.5,1238.87,40127.52
2021-05-09,Louisiana,70.1,0.9898,4955.5,3343.63,40173.68
2021-05-16,Louisiana,72.5,0.99,4955.5,6762.98,40243.71
2021-05-23,Louisiana,74.9,0.99,5161.15,6240.76,40122.55
2021-05-30,Louisiana,73.1,0.99,4955.5,7870.39,40048.66
2021-06-06,Louisiana,79.0,0.99,4955.5,5777.86,40197.45
2021-06-13,Louisiana,82.2,0.99,4955.5,7054.66,40104.25
2021-06-20,Louisiana,79.9,0.99,4955.5,6414.99,40136.68
2021-06-27,Louisiana,80.1,0.99,4955.5,6055.34,40060.25
2021-07-04,Louisiana,79.8,0.9892,5161.76,3916.2,40139.94
2021-07-11,Louisiana,78.7,0.988,6019.42,2642.37,40161.0
2021-07-18,Louisiana,80.7,0.99,4955.5,3650.33,40111.66
2021-07-25,Louisiana,83.5,0.9875,4955.5,3454.28,40134.78
2021-08-01,Louisiana,80.3,0.9854,4955.5,3464.02,40094.37
2021-08-08,Louisiana,82.5,0.9832,4955.5,3046.11,40136.14
2021-08-15,Louisiana,82.7,0.9864,4955.5,2187.7,40199.98
2021-08-22,Louisiana,84.3,0.9843,4955.5,4882.14,40091.55
2021-08-29,Louisiana,81.2,0.9837,4955.5,6208.47,40231.17
2021-09-05,Louisiana,79.7,0.9857,4955.5,4746.79,40061.58
2021-09-12,Louisiana,76.1,0.9858,4955.5,4031.52,40130.4
2021-09-19,Louisiana,72.9,0.9878,5591.85,2184.84,40122.93
2021-09-26,Louisiana,73.6,0.9845,4955.5,1238.87,40131.26
2021-10-03,Louisiana,73.5,0.9864,4955.5,1565.39,40211.23
2021-10-10,Louisiana,76.5,0.9871,4955.5,1238.87,40079.83
2021-10-17,Louisiana,69.6,0.9871,4955.5,2091.18,40164.57
2021-10-24,Louisiana,67.8,0.9835,5337.03,1446.23,40243.3
2021-10-31,Louisiana,56.7,0.9867,4955.5,1647.7,40311.39
2021-11-07,Louisiana,57.8,0.9886,4955.5,2545.15,40328.89
2021-11-14,Louisiana,59.6,0.9878,4955.5,1677.48,40274.0
2021-11-21,Louisiana,56.5,0.9818,6518.96,1238.87,40342.04
2021-11-28,Louisiana,58.8,0.9888,6017.66,1238.87,40398.38
2021-12-05,Louisiana,62.2,0.99,6948.78,2653.98,40236.34
2021-12-12,Louisiana,63.4,0.99,8570.04,1768.91,40261.43
2021-12-19,Louisiana,53.0,0.9895,8932.68,1238.87,40254.63
2021-12-26,Louisiana,72.6,0.99,10919.46,2040.48,40218.11
2022-01-02,Louisiana,48.3,0.99,10213.18,1238.87,40387.34
2022-01-09,Louisiana,52.5,0.99,9453.05,1238.87,40262.1
2022-01-16,Louisiana,43.5,0.99,8734.06,1340.65,40257.68
2022-01-23,Louisiana,42.8,0.99,7761.46,3007.53,40247.08
2022-01-30,Louisiana,50.4,0.99,6852.71,3016.11,40220.65
2022-02-06,Louisiana,48.2,0.99,7087.78,1562.45,40233.73
2022-02-13,Louisiana,51.8,0.99,6549.57,1332.58,40277.82
2022-02-20,Louisiana,56.9,0.99,5299.27,1858.07,40180.63
2022-02-27,Louisiana,55.2,0.99,4955.5,1715.35,40268.83
2022-03-06,Louisiana,55.5,0.99,4955.5,1238.87,40254.61
2022-03-13,Louisiana,57.1,0.99,4955.5,1845.22,40247.98
2022-03-20,Louisiana,60.0,0.99,4955.5,1238.87,40272.43
2022-03-27,Louisiana,65.3,0.99,5837.24,2564.76,40289.59
2022-04-03,Louisiana,65.4,0.99,4955.5,2937.24,40329.85
2022-04-10,Louisiana,68.7,0.99,4955.5,2189.92,40253.4
2022-04-17,Louisiana,69.2,0.99,4955.5,2357.03,40198.73
2022-04-24,Louisiana,69.9,0.99,4955.5,2330.92,40293.64
2022-05-01,Louisiana,76.4,0.99,4955.5,1649.54,40139.44
2022-05-08,Louisiana,80.1,0.99,4955.5,2778.54,40154.54
2022-05-15,Louisiana,81.3,0.99,4955.5,2668.98,40113.65
2022-05-22,Louisiana,74.4,0.99,4955.5,1238.87,40136.18
2022-05-29,Louisiana,78.8,0.99,4955.5,3109.1,40079.09
2022-06-05,Louisiana,81.1,0.99,5094.82,1858.54,40113.0
2022-06-12,Louisiana,84.1,0.99,4955.5,5170.59,39884.13
2022-06-19,Louisiana,86.3,0.99,4955.5,4971.32,40112.44
2022-06-26,Louisiana,79.9,0.99,4955.5,4137.28,40064.81
2022-07-03,Louisiana,83.5,0.99,4955.5,1874.66,40122.02
2022-07-10,Louisiana,84.4,0.99,5916.6,1238.87,40129.56
2022-07-17,Louisiana,86.5,0.99,5688.53,1452.55,40176.9
2022-07-24,Louisiana,83.4,0.99,5571.23,2001.83,40156.19
2022-07-31,Louisiana,80.8,0.99,5508.28,1238.87,40129.1
2022-08-07,Louisiana,80.8,0.99,4955.5,1692.37,40091.93
2022-08-14,Louisiana,82.5,0.99,4955.5,2043.16,40139.16
2022-08-21,Louisiana,77.1,0.99,4955.5,1520.45,40084.92
2022-08-28,Louisiana,80.1,0.99,4955.5,2263.89,40118.49
2022-09-04,Louisiana,77.2,0.99,5656.25,1703.24,40139.71
2022-09-11,Louisiana,77.1,0.99,5594.4,1238.87,40106.1
2022-09-18,Louisiana,83.5,0.99,5715.16,2150.45,40089.31
2022-09-25,Louisiana,72.9,0.99,5267.84,3511.53,40140.23
2022-10-02,Louisiana,71.8,0.99,5769.59,4261.88,40142.76
2022-10-09,Louisiana,71.9,0.99,6681.33,3883.42,40043.13
2022-10-16,Louisiana,62.9,0.99,5989.8,2814.73,40171.11
2022-10-23,Louisiana,66.0,0.99,6183.82,2326.99,40263.08
2022-10-30,Louisiana,67.1,0.99,6545.85,1238.87,40281.57
2022-11-06,Louisiana,68.1,0.99,5353.87,1238.87,40160.49
2022-11-13,Louisiana,45.5,0.99,4955.5,1238.87,40377.62
2022-11-20,Louisiana,54.9,0.99,4955.5,2638.06,40420.25
2022-11-27,Louisiana,59.1,0.99,5776.71,2550.3,40306.19
2022-12-04,Louisiana,67.8,0.99,4955.5,2572.12,40274.03
2022-12-11,Louisiana,57.5,0.99,6291.95,1249.8,40407.56
2022-12-18,Louisiana,39.7,0.99,7947.14,1247.26,40416.56
2022-12-25,Louisiana,50.0,0.99,7927.1,1238.87,40316.21
2023-01-01,Louisiana,61.4,0.99,7148.62,2664.22,40231.42
2023-01-08,Louisiana,55.7,0.99,5431.13,1864.99,40343.23
2023-01-15,Louisiana,58.8,0.99,4955.5,1432.86,40228.53
2023-01-22,Louisiana,48.9,0.99,4955.5,2362.25,40256.0
2023-01-29,Louisiana,48.8,0.99,4955.5,3962.93,40220.09
2023-02-05,Louisiana,56.3,0.99,5683.78,4756.7,40222.35
2023-02-12,Louisiana,54.6,0.99,5532.38,4082.38,40247.53
2023-02-19,Louisiana,68.3,0.99,4955.5,3223.16,40085.07
2023-02-26,Louisiana,69.7,0.99,4955.5,2690.14,40185.27
2023-03-05,Louisiana,68.8,0.99,4955.5,3484.43,40174.61
2023-03-12,Louisiana,55.7,0.99,4974.17,3134.99,40296.48
2023-03-19,Louisiana,60.6,0.99,5805.96,2606.09,40241.62
2023-03-26,Louisiana,68.0,0.99,4955.5,2419.07,40234.92
2023-04-02,Louisiana,69.5,0.99,4955.5,3515.78,40205.39
2023-04-09,Louisiana,64.3,0.99,4955.5,3904.19,40241.82
2023-04-16,Louisiana,65.6,0.99,4955.5,3566.1,40302.16
2023-04-23,Louisiana,65.6,0.99,4955.5,2669.98,40254.81
2023-04-30,Louisiana,71.2,0.99,4955.5,1238.87,40154.01
2023-05-07,Louisiana,75.1,0.99,4955.5,1238.87,40282.99
2023-05-14,Louisiana,77.8,0.99,4955.5,3482.4,40082.07
2023-05-21,Louisiana,76.2,0.99,4955.5,3332.66,40187.37
2023-05-28,Louisiana,79.0,0.99,5333.76,1240.95,40027.91
2023-06-04,Louisiana,79.1,0.99,4955.5,1964.88,40118.05
2023-06-11,Louisiana,82.2,0.99,4955.5,2239.86,40062.83
2023-06-18,Louisiana,82.4,0.99,4955.5,1796.69,40049.42
2023-06-25,Louisiana,87.4,0.99,4955.5,4195.33,40070.09
2023-07-02,Louisiana,84.0,0.99,6542.22,5124.17,40101.77
2023-07-09,Louisiana,84.9,0.99,6223.55,3014.12,40068.57
2023-07-16,Louisiana,86.4,0.99,5065.54,3830.25,40071.86
2023-07-23,Louisiana,85.1,0.99,5195.95,3290.17,40056.88
2023-07-30,Louisiana,89.7,0.99,6001.24,1534.37,40127.03
2023-08-06,Louisiana,90.6,0.99,4955.5,2229.44,40044.52
2023-08-13,Louisiana,88.8,0.99,4955.5,1238.87,40114.5
2023-08-20,Louisiana,91.2,0.99,4955.5,2024.42,40118.58
2023-08-27,Louisiana,85.6,0.99,4955.5,1238.87,40123.13
2023-09-03,Louisiana,83.9,0.99,4955.5,3421.73,40073.95
2023-09-10,Louisiana,80.1,0.99,4955.5,3548.09,40166.99
2023-09-17,Louisiana,80.7,0.99,4955.5,5336.57,40086.26
2023-09-24,Louisiana,81.4,0.99,4994.09,3596.01,40028.83
2023-10-01,Louisiana,77.1,0.99,5180.43,3213.36,40109.53
2023-10-08,Louisiana,67.5,0.99,4955.5,3581.92,40222.97
2023-10-15,Louisiana,66.7,0.99,4955.5,1930.09,40176.55
2023-10-22,Louisiana,76.7,0.99,4955.5,1808.09,40203.21
2023-10-29,Louisiana,57.5,0.99,4955.5,1511.68,40266.87
2023-11-05,Louisiana,67.7,0.99,4955.5,2694.95,40224.11
2023-11-12,Louisiana,62.5,0.99,4955.5,3661.46,40253.79
2023-11-19,Louisiana,56.8,0.99,5395.04,2528.2,40388.39
2023-11-26,Louisiana,55.3,0.99,5929.97,2173.73,40364.75
2023-12-03,Louisiana,56.6,0.99,6111.04,1436.26,40304.9
2023-12-10,Louisiana,52.7,0.99,6501.98,1238.87,40347.4
2023-12-17,Louisiana,53.5,0.99,7908.22,1576.22,40189.17
2023-12-24,Louisiana,49.4,0.99,8256.95,1335.9,40384.49
2023-12-31,Louisiana,50.0,0.99,9651.52,1755.55,40306.39
2020-01-12,North Carolina,55.3,0.9102,16029.71,8542.15,35919.15
2020-01-19,North Carolina,37.9,0.9128,15351.83,5570.77,36084.67
2020-01-26,North Carolina,40.3,0.9132,15028.57,9689.3,36100.47
2020-02-02,North Carolina,52.5,0.9191,16354.2,7342.21,35957.25
2020-02-09,North Carolina,49.3,0.9144,17885.26,6410.7,36080.59
2020-02-16,North Carolina,42.9,0.9229,15084.57,3906.8,36131.75
2020-02-23,North Carolina,45.7,0.9224,12689.57,5568.09,36121.65
2020-03-01,North Carolina,47.8,0.9238,10452.12,4040.9,35980.31
2020-03-08,North Carolina,57.3,0.9197,8892.83,3560.05,36028.5
2020-03-15,North Carolina,59.3,0.9195,9064.49,4318.54,36029.52
2020-03-22,North Carolina,56.8,0.9252,9312.16,4910.77,36067.63
2020-03-29,North Carolina,58.5,0.9226,10367.77,3012.69,36096.01
2020-04-05,North Carolina,62.7,0.9217,9841.85,4614.32,36037.83
2020-04-12,North Carolina,57.7,0.9224,10819.06,3207.85,36149.44
2020-04-19,North Carolina,58.4,0.926,9126.01,4154.99,36172.62
2020-04-26,North Carolina,60.6,0.9283,8536.85,3331.58,36143.33
2020-05-03,North Carolina,60.3,0.9304,6929.14,3505.34,36091.93
2020-05-10,North Carolina,61.4,0.9279,6156.7,3366.14,36168.2
2020-05-17,North Carolina,65.7,0.9256,6156.7,3795.03,36069.44
2020-05-24,North Carolina,71.4,0.9282,6522.73,1539.18,35949.07
2020-05-31,North Carolina,73.4,0.9282,6156.7,2166.6,35902.34
2020-06-07,North Carolina,76.2,0.9247,6156.7,1539.18,35960.35
2020-06-14,North Carolina,66.3,0.9227,6156.7,1539.18,36020.2
2020-06-21,North Carolina,76.5,0.9262,6156.7,1539.18,35830.13
2020-06-28,North Carolina,79.7,0.9259,6156.7,2549.48,35941.68
2020-07-05,North Carolina,79.0,0.917,6630.12,2492.29,35888.82
2020-07-12,North Carolina,80.5,0.9167,6984.81,3854.88,35858.11
2020-07-19,North Carolina,80.6,0.9201,6760.41,3384.44,35821.51
2020-07-26,North Carolina,80.8,0.9155,7280.94,4949.23,35911.57
2020-08-02,North Carolina,77.3,0.9064,7305.21,5797.4,35947.22
2020-08-09,North Carolina,76.7,0.9067,6156.7,4632.17,36033.77
2020-08-16,North Carolina,73.4,0.9091,6156.7,5326.23,36027.22
2020-08-23,North Carolina,78.2,0.9138,6156.7,4492.79,35908.88
2020-08-30,North Carolina,78.3,0.9108,6156.7,2042.97,35939.22
2020-09-06,North Carolina,73.2,0.9079,7034.42,1741.38,35982.58
2020-09-13,North Carolina,68.2,0.9061,6610.12,1539.18,35968.53
2020-09-20,North Carolina,61.0,0.9064,7697.11,1539.18,35981.15
2020-09-27,North Carolina,64.0,0.9051,8090.25,2398.88,35952.29
2020-10-04,North Carolina,64.0,0.9063,8728.37,3268.54,35999.6
2020-10-11,North Carolina,63.5,0.9064,9152.62,3598.29,36011.02
2020-10-18,North Carolina,64.3,0.9084,9399.88,2825.48,35983.62
2020-10-25,North Carolina,61.5,0.9083,8994.92,1929.86,35905.13
2020-11-01,North Carolina,54.2,0.909,8684.84,1539.18,36048.4
2020-11-08,North Carolina,63.6,0.9054,7799.68,1539.18,36082.51
2020-11-15,North Carolina,49.9,0.9134,8874.1,1539.18,36079.63
2020-11-22,North Carolina,53.7,0.9102,10310.52,1539.18,36221.14
2020-11-29,North Carolina,45.8,0.911,12791.69,1539.18,36280.78
2020-12-06,North Carolina,43.7,0.921,15229.64,1883.67,36256.82
2020-12-13,North Carolina,41.9,0.9192,19429.89,1539.18,36284.05
2020-12-20,North Carolina,41.1,0.9181,24150.21,1868.63,36266.29
2020-12-27,North Carolina,43.6,0.917,29143.96,3193.94,36188.71
2021-01-03,North Carolina,40.9,0.9242,28846.84,2664.59,36130.04
2021-01-10,North Carolina,39.6,0.9252,27878.28,2078.45,36232.03
2021-01-17,North Carolina,40.9,0.926,27797.08,3093.05,36221.57
2021-01-24,North Carolina,39.1,0.9302,27720.82,1539.18,36092.86
2021-01-31,North Carolina,38.1,0.9328,27103.39,1539.18,36084.18
2021-02-07,North Carolina,41.0,0.9335,30332.56,2200.1,36125.01
2021-02-14,North Carolina,37.4,0.9264,33314.1,1539.18,36127.14
2021-02-21,North Carolina,46.0,0.9303,28473.09,1582.55,36118.42
2021-02-28,North Carolina,49.4,0.9389,22390.93,1970.71,36178.05
2021-03-07,North Carolina,53.3,0.941,19206.55,1597.02,36002.33
2021-03-14,North Carolina,50.3,0.9404,16081.86,1693.35,36242.36
2021-03-21,North Carolina,59.4,0.9389,17506.04,1539.18,36092.13
2021-03-28,North Carolina,52.1,0.9362,17952.59,1991.1,36210.97
2021-04-04,North Carolina,64.3,0.9469,18534.4,1539.18,36145.72
2021-04-11,North Carolina,62.7,0.9397,19310.23,1539.18,36158.51
2021-04-18,North Carolina,55.8,0.9446,16387.63,2640.18,36182.76
2021-04-25,North Carolina,66.7,0.9388,13599.11,1539.18,36089.41
2021-05-02,North Carolina,66.4,0.9405,10796.22,1822.8,36078.07
2021-05-09,North Carolina,60.1,0.9444,8163.42,1539.18,36068.71
2021-05-16,North Carolina,67.7,0.941,6156.7,1539.18,35928.8
2021-05-23,North Carolina,76.5,0.9409,6156.7,2854.96,35869.96
2021-05-30,North Carolina,68.0,0.9423,7664.1,8473.08,35983.6
2021-06-06,North Carolina,75.5,0.9335,7389.99,6189.25,35872.27
2021-06-13,North Carolina,75.8,0.9332,6482.64,4614.11,35870.23
2021-06-20,North Carolina,72.0,0.9402,6156.7,2839.19,36045.82
2021-06-27,North Carolina,76.8,0.9371,6156.7,3329.22,35968.71
2021-07-04,North Carolina,77.0,0.9339,7012.31,5864.59,35922.97
2021-07-11,North Carolina,78.9,0.9354,6459.35,3426.29,35972.74
2021-07-18,North Carolina,75.0,0.9359,7618.74,3942.5,35965.23
2021-07-25,North Carolina,80.3,0.9277,7604.67,2426.63,35950.77
2021-08-01,North Carolina,73.3,0.9239,6156.7,2112.1,36024.81
2021-08-08,North Carolina,79.7,0.9279,6156.7,1539.18,35937.73
2021-08-15,North Carolina,76.7,0.9282,6156.7,1539.18,35943.95
2021-08-22,North Carolina,80.8,0.9336,7093.3,1539.18,36004.56
2021-08-29,North Carolina,76.4,0.9244,6156.7,1539.18,35983.32
2021-09-05,North Carolina,72.3,0.9258,6156.7,1539.18,35859.49
2021-09-12,North Carolina,74.5,0.9237,6156.7,1539.18,35904.5
2021-09-19,North Carolina,68.4,0.918,6555.09,1539.18,35928.39
2021-09-26,North Carolina,68.7,0.9215,6669.59,1539.18,35932.39
2021-10-03,North Carolina,70.2,0.9224,6156.7,2955.41,35995.92
2021-10-10,North Carolina,68.3,0.9168,6156.7,1861.91,35966.98
2021-10-17,North Carolina,60.5,0.916,6156.7,1539.18,35968.7
2021-10-24,North Carolina,59.4,0.9172,6619.88,1539.18,36045.24
2021-10-31,North Carolina,49.6,0.9235,6156.7,2100.12,36196.1
2021-11-07,North Carolina,56.0,0.9235,6156.7,2004.25,36125.39
2021-11-14,North Carolina,49.4,0.9233,6156.7,1539.18,36171.33
2021-11-21,North Carolina,43.6,0.9237,7487.75,1539.18,36276.79
2021-11-28,North Carolina,50.5,0.9215,10232.92,1539.18,36286.81
