week,state,avg_employment
2020-02-02,Nevada,0.9364
2020-02-09,Nevada,0.9348
2020-02-16,Nevada,0.9456
2020-02-23,Nevada,0.9336
2020-03-01,Nevada,0.9427
2020-03-08,Nevada,0.9436
2020-03-15,Nevada,0.9475
2020-03-22,Nevada,0.9449
2020-03-29,Nevada,0.9428
2020-04-05,Nevada,0.9435
2020-04-12,Nevada,0.9458
2020-04-19,Nevada,0.9442
2020-04-26,Nevada,0.9477
2020-05-03,Nevada,0.9446
2020-05-10,Nevada,0.9422
2020-05-17,Nevada,0.9509
2020-05-24,Nevada,0.946
2020-05-31,Nevada,0.9441
2020-06-07,Nevada,0.9431
2020-06-14,Nevada,0.9443
2020-06-21,Nevada,0.9392
2020-06-28,Nevada,0.9459
2020-07-05,Nevada,0.9357
2020-07-12,Nevada,0.9444
2020-07-19,Nevada,0.9413
2020-07-26,Nevada,0.9389
2020-08-02,Nevada,0.9319
2020-08-09,Nevada,0.9342
2020-08-16,Nevada,0.9368
2020-08-23,Nevada,0.9353
2020-08-30,Nevada,0.9351
2020-09-06,Nevada,0.9316
2020-09-13,Nevada,0.9301
2020-09-20,Nevada,0.9313
2020-09-27,Nevada,0.9264
2020-10-04,Nevada,0.9343
2020-10-11,Nevada,0.9327
2020-10-18,Nevada,0.9299
2020-10-25,Nevada,0.9383
2020-11-01,Nevada,0.935
2020-11-08,Nevada,0.932
2020-11-15,Nevada,0.9381
2020-11-22,Nevada,0.9372
2020-11-29,Nevada,0.9376
2020-12-06,Nevada,0.9402
2020-12-13,Nevada,0.9432
2020-12-20,Nevada,0.9415
2020-12-27,Nevada,0.9444
2021-01-03,Nevada,0.9438
2021-01-10,Nevada,0.9486
2021-01-17,Nevada,0.9555
2021-01-24,Nevada,0.9484
2021-01-31,Nevada,0.9493
2021-02-07,Nevada,0.9566
2021-02-14,Nevada,0.9547
2021-02-21,Nevada,0.9521
2021-02-28,Nevada,0.9585
2021-03-07,Nevada,0.9647
2021-03-14,Nevada,0.9645
2021-03-21,Nevada,0.9646
2021-03-28,Nevada,0.9656
2021-04-04,Nevada,0.9707
2021-04-11,Nevada,0.9675
2021-04-18,Nevada,0.9667
2021-04-25,Nevada,0.968
2021-05-02,Nevada,0.9693
2021-05-09,Nevada,0.9722
2021-05-16,Nevada,0.9665
2021-05-23,Nevada,0.9691
2021-05-30,Nevada,0.9702
2021-06-06,Nevada,0.9619
2021-06-13,Nevada,0.9654
2021-06-20,Nevada,0.9613
2021-06-27,Nevada,0.9608
2021-07-04,Nevada,0.9612
2021-07-11,Nevada,0.9594
2021-07-18,Nevada,0.9615
2021-07-25,Nevada,0.9613
2021-08-01,Nevada,0.9524
2021-08-08,Nevada,0.9556
2021-08-15,Nevada,0.9525
2021-08-22,Nevada,0.9608
2021-08-29,Nevada,0.9529
2021-09-05,Nevada,0.9521
2021-09-12,Nevada,0.95
2021-09-19,Nevada,0.9552
2021-09-26,Nevada,0.9529
2021-10-03,Nevada,0.9511
2021-10-10,Nevada,0.9556
2021-10-17,Nevada,0.9535
2021-10-24,Nevada,0.9554
2021-10-31,Nevada,0.9513
2021-11-07,Nevada,0.9522
2021-11-14,Nevada,0.9571
2021-11-21,Nevada,0.9563
2021-11-28,Nevada,0.9595
2021-12-05,Nevada,0.9625
2021-12-12,Nevada,0.9637
2021-12-19,Nevada,0.9587
2021-12-26,Nevada,0.9696
2022-01-02,Nevada,0.9703
2022-01-09,Nevada,0.9732
2022-01-16,Nevada,0.9691
2022-01-23,Nevada,0.9729
2022-01-30,Nevada,0.9685
2022-02-06,Nevada,0.9805
2022-02-13,Nevada,0.9785
2022-02-20,Nevada,0.9801
2022-02-27,Nevada,0.9825
2022-03-06,Nevada,0.9818
2022-03-13,Nevada,0.9839
2022-03-20,Nevada,0.9877
2022-03-27,Nevada,0.99
2022-04-03,Nevada,0.9884
2022-04-10,Nevada,0.99
2022-04-17,Nevada,0.9894
2022-04-24,Nevada,0.99
2022-05-01,Nevada,0.9835
2022-05-08,Nevada,0.9895
2022-05-15,Nevada,0.9847
2022-05-22,Nevada,0.9825
2022-05-29,Nevada,0.99
2022-06-05,Nevada,0.9865
2022-06-12,Nevada,0.9857
2022-06-19,Nevada,0.9866
2022-06-26,Nevada,0.99
2022-07-03,Nevada,0.9806
2022-07-10,Nevada,0.9833
2022-07-17,Nevada,0.9802
2022-07-24,Nevada,0.9835
2022-07-31,Nevada,0.9823
2022-08-07,Nevada,0.9758
2022-08-14,Nevada,0.9829
2022-08-21,Nevada,0.9814
2022-08-28,Nevada,0.9786
2022-09-04,Nevada,0.967
2022-09-11,Nevada,0.9733
2022-09-18,Nevada,0.9829
2022-09-25,Nevada,0.9745
2022-10-02,Nevada,0.9772
2022-10-09,Nevada,0.9786
2022-10-16,Nevada,0.9753
2022-10-23,Nevada,0.9726
2022-10-30,Nevada,0.9682
2022-11-06,Nevada,0.9797
2022-11-13,Nevada,0.9756
2022-11-20,Nevada,0.979
2022-11-27,Nevada,0.9751
2022-12-04,Nevada,0.9832
2022-12-11,Nevada,0.9845
2022-12-18,Nevada,0.9856
2022-12-25,Nevada,0.9818
2023-01-01,Nevada,0.99
2023-01-08,Nevada,0.99
2023-01-15,Nevada,0.9878
2023-01-22,Nevada,0.99
2023-01-29,Nevada,0.99
2023-02-05,Nevada,0.99
2023-02-12,Nevada,0.99
2023-02-19,Nevada,0.99
2023-02-26,Nevada,0.99
2023-03-05,Nevada,0.99
2023-03-12,Nevada,0.99
2023-03-19,Nevada,0.99
2023-03-26,Nevada,0.99
2023-04-02,Nevada,0.99
2023-04-09,Nevada,0.99
2023-04-16,Nevada,0.99
2023-04-23,Nevada,0.99
2023-04-30,Nevada,0.99
2023-05-07,Nevada,0.99
2023-05-14,Nevada,0.99
2023-05-21,Nevada,0.99
2023-05-28,Nevada,0.99
2023-06-04,Nevada,0.99
2023-06-11,Nevada,0.99
2023-06-18,Nevada,0.99
2023-06-25,Nevada,0.99
2023-07-02,Nevada,0.99
2023-07-09,Nevada,0.99
2023-07-16,Nevada,0.99
2023-07-23,Nevada,0.99
2023-07-30,Nevada,0.99
2023-08-06,Nevada,0.99
2023-08-13,Nevada,0.99
2023-08-20,Nevada,0.99
2023-08-27,Nevada,0.99
2023-09-03,Nevada,0.99
2023-09-10,Nevada,0.99
2023-09-17,Nevada,0.99
2023-09-24,Nevada,0.99
2023-10-01,Nevada,0.99
2023-10-08,Nevada,0.99
2023-10-15,Nevada,0.99
2023-10-22,Nevada,0.99
2023-10-29,Nevada,0.99
2023-11-05,Nevada,0.99
2023-11-12,Nevada,0.99
2023-11-19,Nevada,0.99
2023-11-26,Nevada,0.99
2023-12-03,Nevada,0.99
2023-12-10,Nevada,0.99
2023-12-17,Nevada,0.99
2023-12-24,Nevada,0.99
2023-12-31,Nevada,0.99
2020-01-12,New Hampshire,0.9393
2020-01-19,New Hampshire,0.9363
2020-01-26,New Hampshire,0.9348
2020-02-02,New Hampshire,0.9425
2020-02-09,New Hampshire,0.9472
2020-02-16,New Hampshire,0.9454
2020-02-23,New Hampshire,0.9408
2020-03-01,New Hampshire,0.9466
2020-03-08,New Hampshire,0.948
2020-03-15,New Hampshire,0.9437
2020-03-22,New Hampshire,0.9513
2020-03-29,New Hampshire,0.9488
2020-04-05,New Hampshire,0.9467
2020-04-12,New Hampshire,0.9469
2020-04-19,New Hampshire,0.9549
2020-04-26,New Hampshire,0.9508
2020-05-03,New Hampshire,0.9549
2020-05-10,New Hampshire,0.9564
2020-05-17,New Hampshire,0.9551
2020-05-24,New Hampshire,0.9508
2020-05-31,New Hampshire,0.9453
2020-06-07,New Hampshire,0.9513
2020-06-14,New Hampshire,0.957
2020-06-21,New Hampshire,0.951
2020-06-28,New Hampshire,0.9455
2020-07-05,New Hampshire,0.946
2020-07-12,New Hampshire,0.9478
2020-07-19,New Hampshire,0.9455
2020-07-26,New Hampshire,0.9414
2020-08-02,New Hampshire,0.9454
2020-08-09,New Hampshire,0.9437
2020-08-16,New Hampshire,0.9517
2020-08-23,New Hampshire,0.9471
2020-08-30,New Hampshire,0.9485
2020-09-06,New Hampshire,0.9444
2020-09-13,New Hampshire,0.9454
2020-09-20,New Hampshire,0.9405
2020-09-27,New Hampshire,0.9427
2020-10-04,New Hampshire,0.9484
2020-10-11,New Hampshire,0.9461
2020-10-18,New Hampshire,0.9447
2020-10-25,New Hampshire,0.9477
2020-11-01,New Hampshire,0.9491
2020-11-08,New Hampshire,0.9539
2020-11-15,New Hampshire,0.9488
2020-11-22,New Hampshire,0.9455
2020-11-29,New Hampshire,0.9487
2020-12-06,New Hampshire,0.954
2020-12-13,New Hampshire,0.9555
2020-12-20,New Hampshire,0.9481
2020-12-27,New Hampshire,0.954
2021-01-03,New Hampshire,0.9547
2021-01-10,New Hampshire,0.9561
2021-01-17,New Hampshire,0.9607
2021-01-24,New Hampshire,0.9607
2021-01-31,New Hampshire,0.9568
2021-02-07,New Hampshire,0.9625
2021-02-14,New Hampshire,0.9617
2021-02-21,New Hampshire,0.9724
2021-02-28,New Hampshire,0.9649
2021-03-07,New Hampshire,0.9647
2021-03-14,New Hampshire,0.9715
2021-03-21,New Hampshire,0.972
2021-03-28,New Hampshire,0.9736
2021-04-04,New Hampshire,0.9759
2021-04-11,New Hampshire,0.9721
2021-04-18,New Hampshire,0.9693
2021-04-25,New Hampshire,0.9701
2021-05-02,New Hampshire,0.9692
2021-05-09,New Hampshire,0.9692
2021-05-16,New Hampshire,0.9745
2021-05-23,New Hampshire,0.9712
2021-05-30,New Hampshire,0.9744
2021-06-06,New Hampshire,0.9711
2021-06-13,New Hampshire,0.9662
2021-06-20,New Hampshire,0.9647
2021-06-27,New Hampshire,0.9665
2021-07-04,New Hampshire,0.9655
2021-07-11,New Hampshire,0.9675
2021-07-18,New Hampshire,0.9655
2021-07-25,New Hampshire,0.97
2021-08-01,New Hampshire,0.9628
2021-08-08,New Hampshire,0.9656
2021-08-15,New Hampshire,0.9655
2021-08-22,New Hampshire,0.9707
2021-08-29,New Hampshire,0.9629
2021-09-05,New Hampshire,0.9701
2021-09-12,New Hampshire,0.962
2021-09-19,New Hampshire,0.9602
2021-09-26,New Hampshire,0.9639
2021-10-03,New Hampshire,0.9736
2021-10-10,New Hampshire,0.9669
2021-10-17,New Hampshire,0.9664
2021-10-24,New Hampshire,0.9674
2021-10-31,New Hampshire,0.963
2021-11-07,New Hampshire,0.9677
2021-11-14,New Hampshire,0.9671
2021-11-21,New Hampshire,0.9729
2021-11-28,New Hampshire,0.9675
2021-12-05,New Hampshire,0.9698
2021-12-12,New Hampshire,0.9678
2021-12-19,New Hampshire,0.9721
2021-12-26,New Hampshire,0.9729
2022-01-02,New Hampshire,0.9725
2022-01-09,New Hampshire,0.9779
2022-01-16,New Hampshire,0.9776
2022-01-23,New Hampshire,0.9803
2022-01-30,New Hampshire,0.9812
2022-02-06,New Hampshire,0.982
2022-02-13,New Hampshire,0.979
2022-02-20,New Hampshire,0.9799
2022-02-27,New Hampshire,0.9881
2022-03-06,New Hampshire,0.9864
2022-03-13,New Hampshire,0.99
2022-03-20,New Hampshire,0.9881
2022-03-27,New Hampshire,0.9893
2022-04-03,New Hampshire,0.99
2022-04-10,New Hampshire,0.9851
2022-04-17,New Hampshire,0.99
2022-04-24,New Hampshire,0.9857
2022-05-01,New Hampshire,0.988
2022-05-08,New Hampshire,0.99
2022-05-15,New Hampshire,0.9865
2022-05-22,New Hampshire,0.99
2022-05-29,New Hampshire,0.9858
2022-06-05,New Hampshire,0.99
2022-06-12,New Hampshire,0.9862
2022-06-19,New Hampshire,0.9855
2022-06-26,New Hampshire,0.9846
2022-07-03,New Hampshire,0.9838
2022-07-10,New Hampshire,0.9801
2022-07-17,New Hampshire,0.9846
2022-07-24,New Hampshire,0.9899
2022-07-31,New Hampshire,0.9864
2022-08-07,New Hampshire,0.98
2022-08-14,New Hampshire,0.9846
2022-08-21,New Hampshire,0.9847
2022-08-28,New Hampshire,0.99
2022-09-04,New Hampshire,0.9846
2022-09-11,New Hampshire,0.9835
2022-09-18,New Hampshire,0.9856
2022-09-25,New Hampshire,0.9829
2022-10-02,New Hampshire,0.9824
2022-10-09,New Hampshire,0.988
2022-10-16,New Hampshire,0.9784
2022-10-23,New Hampshire,0.9866
2022-10-30,New Hampshire,0.9837
2022-11-06,New Hampshire,0.9846
2022-11-13,New Hampshire,0.9841
2022-11-20,New Hampshire,0.9866
2022-11-27,New Hampshire,0.9864
2022-12-04,New Hampshire,0.9884
2022-12-11,New Hampshire,0.9879
2022-12-18,New Hampshire,0.9847
2022-12-25,New Hampshire,0.9886
2023-01-01,New Hampshire,0.99
2023-01-08,New Hampshire,0.99
2023-01-15,New Hampshire,0.99
2023-01-22,New Hampshire,0.99
2023-01-29,New Hampshire,0.99
2023-02-05,New Hampshire,0.99
2023-02-12,New Hampshire,0.99
2023-02-19,New Hampshire,0.99
2023-02-26,New Hampshire,0.99
2023-03-05,New Hampshire,0.99
2023-03-12,New Hampshire,0.99
2023-03-19,New Hampshire,0.99
2023-03-26,New Hampshire,0.99
2023-04-02,New Hampshire,0.99
2023-04-09,New Hampshire,0.99
2023-04-16,New Hampshire,0.99
2023-04-23,New Hampshire,0.99
2023-04-30,New Hampshire,0.99
2023-05-07,New Hampshire,0.99
2023-05-14,New Hampshire,0.99
2023-05-21,New Hampshire,0.99
2023-05-28,New Hampshire,0.99
2023-06-04,New Hampshire,0.99
2023-06-11,New Hampshire,0.99
2023-06-18,New Hampshire,0.99
2023-06-25,New Hampshire,0.99
2023-07-02,New Hampshire,0.99
2023-07-09,New Hampshire,0.99
2023-07-16,New Hampshire,0.99
2023-07-23,New Hampshire,0.99
2023-07-30,New Hampshire,0.99
2023-08-06,New Hampshire,0.99
2023-08-13,New Hampshire,0.99
2023-08-20,New Hampshire,0.99
2023-08-27,New Hampshire,0.99
2023-09-03,New Hampshire,0.99
2023-09-10,New Hampshire,0.99
2023-09-17,New Hampshire,0.99
2023-09-24,New Hampshire,0.99
2023-10-01,New Hampshire,0.99
2023-10-08,New Hampshire,0.99
2023-10-15,New Hampshire,0.99
2023-10-22,New Hampshire,0.99
2023-10-29,New Hampshire,0.99
2023-11-05,New Hampshire,0.99
2023-11-12,New Hampshire,0.99
2023-11-19,New Hampshire,0.99
2023-11-26,New Hampshire,0.99
2023-12-03,New Hampshire,0.99
2023-12-10,New Hampshire,0.99
2023-12-17,New Hampshire,0.99
2023-12-24,New Hampshire,0.99
2023-12-31,New Hampshire,0.99
2020-01-12,New Jersey,0.9531
2020-01-19,New Jersey,0.9528
2020-01-26,New Jersey,0.9533
2020-02-02,New Jersey,0.9552
2020-02-09,New Jersey,0.9611
2020-02-16,New Jersey,0.9606
2020-02-23,New Jersey,0.9634
2020-03-01,New Jersey,0.9657
2020-03-08,New Jersey,0.9653
2020-03-15,New Jersey,0.9636
2020-03-22,New Jersey,0.9669
2020-03-29,New Jersey,0.9693
2020-04-05,New Jersey,0.9655
2020-04-12,New Jersey,0.9697
2020-04-19,New Jersey,0.9705
2020-04-26,New Jersey,0.9681
2020-05-03,New Jersey,0.9675
2020-05-10,New Jersey,0.9704
2020-05-17,New Jersey,0.9668
2020-05-24,New Jersey,0.9717
2020-05-31,New Jersey,0.9684
2020-06-07,New Jersey,0.9709
2020-06-14,New Jersey,0.9751
2020-06-21,New Jersey,0.966
2020-06-28,New Jersey,0.9706
2020-07-05,New Jersey,0.9621
2020-07-12,New Jersey,0.9678
2020-07-19,New Jersey,0.9613
2020-07-26,New Jersey,0.967
2020-08-02,New Jersey,0.9582
2020-08-09,New Jersey,0.9606
2020-08-16,New Jersey,0.9586
2020-08-23,New Jersey,0.9646
2020-08-30,New Jersey,0.96
2020-09-06,New Jersey,0.9608
2020-09-13,New Jersey,0.9586
2020-09-20,New Jersey,0.9597
2020-09-27,New Jersey,0.9609
2020-10-04,New Jersey,0.9573
2020-10-11,New Jersey,0.9606
2020-10-18,New Jersey,0.965
2020-10-25,New Jersey,0.9585
2020-11-01,New Jersey,0.9662
2020-11-08,New Jersey,0.9676
2020-11-15,New Jersey,0.9611
2020-11-22,New Jersey,0.9596
2020-11-29,New Jersey,0.9653
2020-12-06,New Jersey,0.967
2020-12-13,New Jersey,0.9747
2020-12-20,New Jersey,0.9696
2020-12-27,New Jersey,0.9676
2021-01-03,New Jersey,0.9722
2021-01-10,New Jersey,0.9793
2021-01-17,New Jersey,0.9748
2021-01-24,New Jersey,0.977
2021-01-31,New Jersey,0.9802
2021-02-07,New Jersey,0.9815
2021-02-14,New Jersey,0.9833
2021-02-21,New Jersey,0.9838
2021-02-28,New Jersey,0.9863
2021-03-07,New Jersey,0.99
2021-03-14,New Jersey,0.9883
2021-03-21,New Jersey,0.9896
2021-03-28,New Jersey,0.9887
2021-04-04,New Jersey,0.9872
2021-04-11,New Jersey,0.99
2021-04-18,New Jersey,0.99
2021-04-25,New Jersey,0.99
2021-05-02,New Jersey,0.9897
2021-05-09,New Jersey,0.9898
2021-05-16,New Jersey,0.99
2021-05-23,New Jersey,0.99
2021-05-30,New Jersey,0.99
2021-06-06,New Jersey,0.9876
2021-06-13,New Jersey,0.99
2021-06-20,New Jersey,0.9866
2021-06-27,New Jersey,0.99
2021-07-04,New Jersey,0.9896
2021-07-11,New Jersey,0.9836
2021-07-18,New Jersey,0.9832
2021-07-25,New Jersey,0.99
2021-08-01,New Jersey,0.9817
2021-08-08,New Jersey,0.9873
2021-08-15,New Jersey,0.9839
2021-08-22,New Jersey,0.9843
2021-08-29,New Jersey,0.9866
2021-09-05,New Jersey,0.9792
2021-09-12,New Jersey,0.9827
2021-09-19,New Jersey,0.9816
2021-09-26,New Jersey,0.9792
2021-10-03,New Jersey,0.9832
2021-10-10,New Jersey,0.9819
2021-10-17,New Jersey,0.9826
2021-10-24,New Jersey,0.9799
2021-10-31,New Jersey,0.9888
2021-11-07,New Jersey,0.9884
2021-11-14,New Jersey,0.9891
2021-11-21,New Jersey,0.9858
2021-11-28,New Jersey,0.9819
2021-12-05,New Jersey,0.99
2021-12-12,New Jersey,0.99
2021-12-19,New Jersey,0.99
2021-12-26,New Jersey,0.99
2022-01-02,New Jersey,0.99
2022-01-09,New Jersey,0.99
2022-01-16,New Jersey,0.99
2022-01-23,New Jersey,0.99
2022-01-30,New Jersey,0.99
2022-02-06,New Jersey,0.99
2022-02-13,New Jersey,0.99
2022-02-20,New Jersey,0.99
2022-02-27,New Jersey,0.99
2022-03-06,New Jersey,0.99
2022-03-13,New Jersey,0.99
2022-03-20,New Jersey,0.99
2022-03-27,New Jersey,0.99
2022-04-03,New Jersey,0.99
2022-04-10,New Jersey,0.99
2022-04-17,New Jersey,0.99
2022-04-24,New Jersey,0.99
2022-05-01,New Jersey,0.99
2022-05-08,New Jersey,0.99
2022-05-15,New Jersey,0.99
2022-05-22,New Jersey,0.99
2022-05-29,New Jersey,0.99
2022-06-05,New Jersey,0.99
2022-06-12,New Jersey,0.99
2022-06-19,New Jersey,0.99
2022-06-26,New Jersey,0.99
2022-07-03,New Jersey,0.99
2022-07-10,New Jersey,0.99
2022-07-17,New Jersey,0.99
2022-07-24,New Jersey,0.99
2022-07-31,New Jersey,0.99
2022-08-07,New Jersey,0.99
2022-08-14,New Jersey,0.99
2022-08-21,New Jersey,0.99
2022-08-28,New Jersey,0.99
2022-09-04,New Jersey,0.99
2022-09-11,New Jersey,0.99
2022-09-18,New Jersey,0.99
2022-09-25,New Jersey,0.99
2022-10-02,New Jersey,0.99
2022-10-09,New Jersey,0.99
2022-10-16,New Jersey,0.99
2022-10-23,New Jersey,0.99
2022-10-30,New Jersey,0.99
2022-11-06,New Jersey,0.99
2022-11-13,New Jersey,0.99
2022-11-20,New Jersey,0.99
2022-11-27,New Jersey,0.99
2022-12-04,New Jersey,0.99
2022-12-11,New Jersey,0.99
2022-12-18,New Jersey,0.99
2022-12-25,New Jersey,0.99
2023-01-01,New Jersey,0.99
2023-01-08,New Jersey,0.99
2023-01-15,New Jersey,0.99
2023-01-22,New Jersey,0.99
2023-01-29,New Jersey,0.99
2023-02-05,New Jersey,0.99
2023-02-12,New Jersey,0.99
2023-02-19,New Jersey,0.99
2023-02-26,New Jersey,0.99
2023-03-05,New Jersey,0.99
2023-03-12,New Jersey,0.99
2023-03-19,New Jersey,0.99
2023-03-26,New Jersey,0.99
2023-04-02,New Jersey,0.99
2023-04-09,New Jersey,0.99
2023-04-16,New Jersey,0.99
2023-04-23,New Jersey,0.99
2023-04-30,New Jersey,0.99
2023-05-07,New Jersey,0.99
2023-05-14,New Jersey,0.99
2023-05-21,New Jersey,0.99
2023-05-28,New Jersey,0.99
2023-06-04,New Jersey,0.99
2023-06-11,New Jersey,0.99
2023-06-18,New Jersey,0.99
2023-06-25,New Jersey,0.99
2023-07-02,New Jersey,0.99
2023-07-09,New Jersey,0.99
2023-07-16,New Jersey,0.99
2023-07-23,New Jersey,0.99
2023-07-30,New Jersey,0.99
2023-08-06,New Jersey,0.99
2023-08-13,New Jersey,0.99
2023-08-20,New Jersey,0.99
2023-08-27,New Jersey,0.99
2023-09-03,New Jersey,0.99
2023-09-10,New Jersey,0.99
2023-09-17,New Jersey,0.99
2023-09-24,New Jersey,0.99
2023-10-01,New Jersey,0.99
2023-10-08,New Jersey,0.99
2023-10-15,New Jersey,0.99
2023-10-22,New Jersey,0.99
2023-10-29,New Jersey,0.99
2023-11-05,New Jersey,0.99
2023-11-12,New Jersey,0.99
2023-11-19,New Jersey,0.99
2023-11-26,New Jersey,0.99
2023-12-03,New Jersey,0.99
2023-12-10,New Jersey,0.99
2023-12-17,New Jersey,0.99
2023-12-24,New Jersey,0.99
2023-12-31,New Jersey,0.99
2020-01-12,New Mexico,0.9532
2020-01-19,New Mexico,0.9531
2020-01-26,New Mexico,0.954
2020-02-02,New Mexico,0.9622
2020-02-09,New Mexico,0.961
2020-02-16,New Mexico,0.9619
2020-02-23,New Mexico,0.967
2020-03-01,New Mexico,0.9693
2020-03-08,New Mexico,0.9709
2020-03-15,New Mexico,0.9687
2020-03-22,New Mexico,0.9688
2020-03-29,New Mexico,0.9719
2020-04-05,New Mexico,0.9736
2020-04-12,New Mexico,0.9759
2020-04-19,New Mexico,0.9778
2020-04-26,New Mexico,0.9722
2020-05-03,New Mexico,0.9754
2020-05-10,New Mexico,0.97
2020-05-17,New Mexico,0.9798
2020-05-24,New Mexico,0.9716
2020-05-31,New Mexico,0.9764
2020-06-07,New Mexico,0.9665
2020-06-14,New Mexico,0.9697
2020-06-21,New Mexico,0.9751
2020-06-28,New Mexico,0.9684
2020-07-05,New Mexico,0.9711
2020-07-12,New Mexico,0.9648
2020-07-19,New Mexico,0.9682
2020-07-26,New Mexico,0.9668
2020-08-02,New Mexico,0.9606
2020-08-09,New Mexico,0.9553
2020-08-16,New Mexico,0.9586
2020-08-23,New Mexico,0.9639
2020-08-30,New Mexico,0.9597
2020-09-06,New Mexico,0.9566
2020-09-13,New Mexico,0.9519
2020-09-20,New Mexico,0.9553
2020-09-27,New Mexico,0.9606
2020-10-04,New Mexico,0.952
2020-10-11,New Mexico,0.9583
2020-10-18,New Mexico,0.9571
2020-10-25,New Mexico,0.9562
2020-11-01,New Mexico,0.9582
2020-11-08,New Mexico,0.9579
2020-11-15,New Mexico,0.9586
2020-11-22,New Mexico,0.9629
2020-11-29,New Mexico,0.9592
2020-12-06,New Mexico,0.9712
2020-12-13,New Mexico,0.967
2020-12-20,New Mexico,0.9648
2020-12-27,New Mexico,0.9698
2021-01-03,New Mexico,0.9758
2021-01-10,New Mexico,0.9693
2021-01-17,New Mexico,0.9715
2021-01-24,New Mexico,0.9747
2021-01-31,New Mexico,0.9706
2021-02-07,New Mexico,0.9887
2021-02-14,New Mexico,0.9852
2021-02-21,New Mexico,0.9831
2021-02-28,New Mexico,0.9825
2021-03-07,New Mexico,0.987
2021-03-14,New Mexico,0.9832
2021-03-21,New Mexico,0.9843
2021-03-28,New Mexico,0.99
2021-04-04,New Mexico,0.99
2021-04-11,New Mexico,0.99
2021-04-18,New Mexico,0.99
2021-04-25,New Mexico,0.99
2021-05-02,New Mexico,0.99
2021-05-09,New Mexico,0.9877
2021-05-16,New Mexico,0.987
2021-05-23,New Mexico,0.99
2021-05-30,New Mexico,0.9872
2021-06-06,New Mexico,0.9881
2021-06-13,New Mexico,0.9878
2021-06-20,New Mexico,0.9879
2021-06-27,New Mexico,0.99
2021-07-04,New Mexico,0.9813
2021-07-11,New Mexico,0.9849
2021-07-18,New Mexico,0.9845
2021-07-25,New Mexico,0.99
2021-08-01,New Mexico,0.9739
2021-08-08,New Mexico,0.9785
2021-08-15,New Mexico,0.9801
2021-08-22,New Mexico,0.9784
2021-08-29,New Mexico,0.9755
2021-09-05,New Mexico,0.9788
2021-09-12,New Mexico,0.9764
2021-09-19,New Mexico,0.9719
2021-09-26,New Mexico,0.9774
2021-10-03,New Mexico,0.9797
2021-10-10,New Mexico,0.9749
2021-10-17,New Mexico,0.9754
2021-10-24,New Mexico,0.9804
2021-10-31,New Mexico,0.9732
2021-11-07,New Mexico,0.9834
2021-11-14,New Mexico,0.9815
2021-11-21,New Mexico,0.9762
2021-11-28,New Mexico,0.9773
2021-12-05,New Mexico,0.983
2021-12-12,New Mexico,0.9795
2021-12-19,New Mexico,0.9861
2021-12-26,New Mexico,0.983
2022-01-02,New Mexico,0.99
2022-01-09,New Mexico,0.9892
2022-01-16,New Mexico,0.99
2022-01-23,New Mexico,0.99
2022-01-30,New Mexico,0.99
2022-02-06,New Mexico,0.99
2022-02-13,New Mexico,0.99
2022-02-20,New Mexico,0.99
2022-02-27,New Mexico,0.99
2022-03-06,New Mexico,0.99
2022-03-13,New Mexico,0.99
2022-03-20,New Mexico,0.99
2022-03-27,New Mexico,0.99
2022-04-03,New Mexico,0.99
2022-04-10,New Mexico,0.99
2022-04-17,New Mexico,0.99
2022-04-24,New Mexico,0.99
2022-05-01,New Mexico,0.99
2022-05-08,New Mexico,0.99
2022-05-15,New Mexico,0.99
2022-05-22,New Mexico,0.99
2022-05-29,New Mexico,0.99
2022-06-05,New Mexico,0.99
2022-06-12,New Mexico,0.99
2022-06-19,New Mexico,0.99
2022-06-26,New Mexico,0.99
2022-07-03,New Mexico,0.99
2022-07-10,New Mexico,0.99
2022-07-17,New Mexico,0.99
2022-07-24,New Mexico,0.99
2022-07-31,New Mexico,0.99
2022-08-07,New Mexico,0.99
2022-08-14,New Mexico,0.99
2022-08-21,New Mexico,0.99
2022-08-28,New Mexico,0.99
2022-09-04,New Mexico,0.99
2022-09-11,New Mexico,0.99
2022-09-18,New Mexico,0.99
2022-09-25,New Mexico,0.99
2022-10-02,New Mexico,0.99
2022-10-09,New Mexico,0.9896
2022-10-16,New Mexico,0.99
2022-10-23,New Mexico,0.99
2022-10-30,New Mexico,0.99
2022-11-06,New Mexico,0.99
2022-11-13,New Mexico,0.99
2022-11-20,New Mexico,0.99
2022-11-27,New Mexico,0.99
2022-12-04,New Mexico,0.99
2022-12-11,New Mexico,0.99
2022-12-18,New Mexico,0.99
2022-12-25,New Mexico,0.99
2023-01-01,New Mexico,0.99
2023-01-08,New Mexico,0.99
2023-01-15,New Mexico,0.99
2023-01-22,New Mexico,0.99
2023-01-29,New Mexico,0.99
2023-02-05,New Mexico,0.99
2023-02-12,New Mexico,0.99
2023-02-19,New Mexico,0.99
2023-02-26,New Mexico,0.99
2023-03-05,New Mexico,0.99
2023-03-12,New Mexico,0.99
2023-03-19,New Mexico,0.99
2023-03-26,New Mexico,0.99
2023-04-02,New Mexico,0.99
2023-04-09,New Mexico,0.99
2023-04-16,New Mexico,0.99
2023-04-23,New Mexico,0.99
2023-04-30,New Mexico,0.99
2023-05-07,New Mexico,0.99
2023-05-14,New Mexico,0.99
