week,state,avg_temp
2022-05-29,Nebraska,67.4
2022-06-05,Nebraska,68.2
2022-06-12,Nebraska,78.7
2022-06-19,Nebraska,80.0
2022-06-26,Nebraska,75.9
2022-07-03,Nebraska,78.8
2022-07-10,Nebraska,80.9
2022-07-17,Nebraska,81.8
2022-07-24,Nebraska,73.3
2022-07-31,Nebraska,83.7
2022-08-07,Nebraska,78.3
2022-08-14,Nebraska,72.0
2022-08-21,Nebraska,76.3
2022-08-28,Nebraska,76.9
2022-09-04,Nebraska,72.0
2022-09-11,Nebraska,71.8
2022-09-18,Nebraska,68.8
2022-09-25,Nebraska,64.4
2022-10-02,Nebraska,59.1
2022-10-09,Nebraska,57.3
2022-10-16,Nebraska,49.8
2022-10-23,Nebraska,53.2
2022-10-30,Nebraska,52.4
2022-11-06,Nebraska,43.1
2022-11-13,Nebraska,25.1
2022-11-20,Nebraska,36.5
2022-11-27,Nebraska,31.1
2022-12-04,Nebraska,29.7
2022-12-11,Nebraska,29.7
2022-12-18,Nebraska,8.7
2022-12-25,Nebraska,29.4
2023-01-01,Nebraska,28.6
2023-01-08,Nebraska,31.8
2023-01-15,Nebraska,26.0
2023-01-22,Nebraska,21.5
2023-01-29,Nebraska,10.2
2023-02-05,Nebraska,33.2
2023-02-12,Nebraska,31.6
2023-02-19,Nebraska,24.7
2023-02-26,Nebraska,35.9
2023-03-05,Nebraska,33.5
2023-03-12,Nebraska,32.2
2023-03-19,Nebraska,38.1
2023-03-26,Nebraska,36.7
2023-04-02,Nebraska,45.7
2023-04-09,Nebraska,62.0
2023-04-16,Nebraska,50.1
2023-04-23,Nebraska,51.0
2023-04-30,Nebraska,57.9
2023-05-07,Nebraska,67.8
2023-05-14,Nebraska,60.8
2023-05-21,Nebraska,70.3
2023-05-28,Nebraska,73.1
2023-06-04,Nebraska,74.4
2023-06-11,Nebraska,68.3
2023-06-18,Nebraska,76.3
2023-06-25,Nebraska,73.6
2023-07-02,Nebraska,70.6
2023-07-09,Nebraska,73.8
2023-07-16,Nebraska,72.2
2023-07-23,Nebraska,81.1
2023-07-30,Nebraska,76.3
2023-08-06,Nebraska,72.4
2023-08-13,Nebraska,73.2
2023-08-20,Nebraska,84.6
2023-08-27,Nebraska,75.3
2023-09-03,Nebraska,74.6
2023-09-10,Nebraska,65.0
2023-09-17,Nebraska,70.3
2023-09-24,Nebraska,69.4
2023-10-01,Nebraska,64.8
2023-10-08,Nebraska,55.0
2023-10-15,Nebraska,55.1
2023-10-22,Nebraska,51.0
2023-10-29,Nebraska,37.0
2023-11-05,Nebraska,48.6
2023-11-12,Nebraska,48.9
2023-11-19,Nebraska,36.6
2023-11-26,Nebraska,30.9
2023-12-03,Nebraska,37.3
2023-12-10,Nebraska,33.0
2023-12-17,Nebraska,36.5
2023-12-24,Nebraska,30.1
2023-12-31,Nebraska,25.8
2020-01-12,Nevada,30.3
2020-01-19,Nevada,37.8
2020-01-26,Nevada,37.7
2020-02-02,Nevada,31.4
2020-02-09,Nevada,34.0
2020-02-16,Nevada,37.2
2020-02-23,Nevada,41.3
2020-03-01,Nevada,41.1
2020-03-08,Nevada,44.0
2020-03-15,Nevada,35.2
2020-03-22,Nevada,36.1
2020-03-29,Nevada,43.3
2020-04-05,Nevada,40.9
2020-04-12,Nevada,44.7
2020-04-19,Nevada,53.7
2020-04-26,Nevada,65.3
2020-05-03,Nevada,62.5
2020-05-10,Nevada,60.9
2020-05-17,Nevada,50.9
2020-05-24,Nevada,69.0
2020-05-31,Nevada,70.4
2020-06-07,Nevada,60.1
2020-06-14,Nevada,65.8
2020-06-21,Nevada,77.9
2020-06-28,Nevada,69.0
2020-07-05,Nevada,77.5
2020-07-12,Nevada,81.3
2020-07-19,Nevada,77.7
2020-07-26,Nevada,79.2
2020-08-02,Nevada,77.4
2020-08-09,Nevada,78.5
2020-08-16,Nevada,82.8
2020-08-23,Nevada,77.3
2020-08-30,Nevada,77.4
2020-09-06,Nevada,69.1
2020-09-13,Nevada,70.5
2020-09-20,Nevada,68.1
2020-09-27,Nevada,66.6
2020-10-04,Nevada,66.4
2020-10-11,Nevada,60.7
2020-10-18,Nevada,58.5
2020-10-25,Nevada,46.5
2020-11-01,Nevada,53.3
2020-11-08,Nevada,28.9
2020-11-15,Nevada,43.5
2020-11-22,Nevada,35.3
2020-11-29,Nevada,36.9
2020-12-06,Nevada,37.1
2020-12-13,Nevada,28.9
2020-12-20,Nevada,33.1
2020-12-27,Nevada,27.8
2021-01-03,Nevada,33.5
2021-01-10,Nevada,38.0
2021-01-17,Nevada,35.1
2021-01-24,Nevada,24.4
2021-01-31,Nevada,27.2
2021-02-07,Nevada,37.6
2021-02-14,Nevada,29.0
2021-02-21,Nevada,32.2
2021-02-28,Nevada,38.7
2021-03-07,Nevada,33.4
2021-03-14,Nevada,37.0
2021-03-21,Nevada,34.3
2021-03-28,Nevada,49.2
2021-04-04,Nevada,53.9
2021-04-11,Nevada,47.5
2021-04-18,Nevada,53.0
2021-04-25,Nevada,53.6
2021-05-02,Nevada,58.9
2021-05-09,Nevada,61.4
2021-05-16,Nevada,52.1
2021-05-23,Nevada,60.2
2021-05-30,Nevada,75.0
2021-06-06,Nevada,66.9
2021-06-13,Nevada,80.3
2021-06-20,Nevada,76.3
2021-06-27,Nevada,77.7
2021-07-04,Nevada,84.0
2021-07-11,Nevada,82.9
2021-07-18,Nevada,78.6
2021-07-25,Nevada,75.4
2021-08-01,Nevada,75.9
2021-08-08,Nevada,80.4
2021-08-15,Nevada,74.7
2021-08-22,Nevada,73.0
2021-08-29,Nevada,74.1
2021-09-05,Nevada,77.3
2021-09-12,Nevada,71.0
2021-09-19,Nevada,65.0
2021-09-26,Nevada,60.0
2021-10-03,Nevada,57.0
2021-10-10,Nevada,43.1
2021-10-17,Nevada,48.5
2021-10-24,Nevada,47.6
2021-10-31,Nevada,51.0
2021-11-07,Nevada,48.6
2021-11-14,Nevada,48.6
2021-11-21,Nevada,39.5
2021-11-28,Nevada,47.3
2021-12-05,Nevada,36.3
2021-12-12,Nevada,24.0
2021-12-19,Nevada,29.3
2021-12-26,Nevada,20.5
2022-01-02,Nevada,28.3
2022-01-09,Nevada,30.3
2022-01-16,Nevada,33.9
2022-01-23,Nevada,30.4
2022-01-30,Nevada,29.9
2022-02-06,Nevada,39.7
2022-02-13,Nevada,38.1
2022-02-20,Nevada,27.5
2022-02-27,Nevada,42.6
2022-03-06,Nevada,32.1
2022-03-13,Nevada,43.3
2022-03-20,Nevada,51.0
2022-03-27,Nevada,49.7
2022-04-03,Nevada,55.0
2022-04-10,Nevada,43.0
2022-04-17,Nevada,50.8
2022-04-24,Nevada,52.5
2022-05-01,Nevada,56.1
2022-05-08,Nevada,46.9
2022-05-15,Nevada,63.7
2022-05-22,Nevada,66.7
2022-05-29,Nevada,60.1
2022-06-05,Nevada,73.9
2022-06-12,Nevada,66.9
2022-06-19,Nevada,66.8
2022-06-26,Nevada,78.8
2022-07-03,Nevada,73.9
2022-07-10,Nevada,81.6
2022-07-17,Nevada,82.1
2022-07-24,Nevada,80.3
2022-07-31,Nevada,71.0
2022-08-07,Nevada,72.7
2022-08-14,Nevada,75.7
2022-08-21,Nevada,78.7
2022-08-28,Nevada,80.1
2022-09-04,Nevada,80.9
2022-09-11,Nevada,62.2
2022-09-18,Nevada,59.2
2022-09-25,Nevada,66.8
2022-10-02,Nevada,64.2
2022-10-09,Nevada,62.4
2022-10-16,Nevada,58.2
2022-10-23,Nevada,41.2
2022-10-30,Nevada,41.7
2022-11-06,Nevada,34.6
2022-11-13,Nevada,27.3
2022-11-20,Nevada,35.0
2022-11-27,Nevada,32.1
2022-12-04,Nevada,30.0
2022-12-11,Nevada,20.0
2022-12-18,Nevada,28.8
2022-12-25,Nevada,33.0
2023-01-01,Nevada,26.1
2023-01-08,Nevada,30.4
2023-01-15,Nevada,20.9
2023-01-22,Nevada,21.3
2023-01-29,Nevada,23.0
2023-02-05,Nevada,28.7
2023-02-12,Nevada,23.3
2023-02-19,Nevada,28.0
2023-02-26,Nevada,23.2
2023-03-05,Nevada,26.3
2023-03-12,Nevada,32.5
2023-03-19,Nevada,28.0
2023-03-26,Nevada,26.0
2023-04-02,Nevada,33.0
2023-04-09,Nevada,47.5
2023-04-16,Nevada,45.8
2023-04-23,Nevada,55.5
2023-04-30,Nevada,51.6
2023-05-07,Nevada,52.8
2023-05-14,Nevada,65.4
2023-05-21,Nevada,61.1
2023-05-28,Nevada,61.7
2023-06-04,Nevada,63.4
2023-06-11,Nevada,62.2
2023-06-18,Nevada,64.1
2023-06-25,Nevada,68.8
2023-07-02,Nevada,78.6
2023-07-09,Nevada,77.5
2023-07-16,Nevada,82.7
2023-07-23,Nevada,80.9
2023-07-30,Nevada,75.4
2023-08-06,Nevada,74.6
2023-08-13,Nevada,73.5
2023-08-20,Nevada,63.6
2023-08-27,Nevada,69.1
2023-09-03,Nevada,61.1
2023-09-10,Nevada,64.3
2023-09-17,Nevada,59.8
2023-09-24,Nevada,60.1
2023-10-01,Nevada,51.1
2023-10-08,Nevada,53.1
2023-10-15,Nevada,61.3
2023-10-22,Nevada,48.9
2023-10-29,Nevada,46.7
2023-11-05,Nevada,43.7
2023-11-12,Nevada,43.1
2023-11-19,Nevada,34.3
2023-11-26,Nevada,31.5
2023-12-03,Nevada,36.8
2023-12-10,Nevada,36.1
2023-12-17,Nevada,38.5
2023-12-24,Nevada,36.8
2023-12-31,Nevada,34.7
2020-01-12,New Hampshire,27.0
2020-01-19,New Hampshire,20.9
2020-01-26,New Hampshire,29.3
2020-02-02,New Hampshire,28.1
2020-02-09,New Hampshire,22.0
2020-02-16,New Hampshire,21.8
2020-02-23,New Hampshire,31.5
2020-03-01,New Hampshire,33.8
2020-03-08,New Hampshire,40.0
2020-03-15,New Hampshire,35.5
2020-03-22,New Hampshire,34.8
2020-03-29,New Hampshire,38.6
2020-04-05,New Hampshire,42.6
2020-04-12,New Hampshire,41.1
2020-04-19,New Hampshire,41.0
2020-04-26,New Hampshire,44.3
2020-05-03,New Hampshire,47.1
2020-05-10,New Hampshire,48.5
2020-05-17,New Hampshire,58.9
2020-05-24,New Hampshire,69.3
2020-05-31,New Hampshire,62.6
2020-06-07,New Hampshire,63.7
2020-06-14,New Hampshire,70.1
2020-06-21,New Hampshire,74.4
2020-06-28,New Hampshire,69.1
2020-07-05,New Hampshire,74.0
2020-07-12,New Hampshire,69.9
2020-07-19,New Hampshire,74.7
2020-07-26,New Hampshire,77.1
2020-08-02,New Hampshire,71.4
2020-08-09,New Hampshire,76.0
2020-08-16,New Hampshire,67.9
2020-08-23,New Hampshire,66.0
2020-08-30,New Hampshire,64.1
2020-09-06,New Hampshire,66.7
2020-09-13,New Hampshire,57.1
2020-09-20,New Hampshire,57.7
2020-09-27,New Hampshire,62.1
2020-10-04,New Hampshire,52.7
2020-10-11,New Hampshire,50.1
2020-10-18,New Hampshire,52.4
2020-10-25,New Hampshire,39.0
2020-11-01,New Hampshire,42.9
2020-11-08,New Hampshire,50.4
2020-11-15,New Hampshire,35.9
2020-11-22,New Hampshire,35.1
2020-11-29,New Hampshire,39.2
2020-12-06,New Hampshire,28.1
2020-12-13,New Hampshire,22.2
2020-12-20,New Hampshire,33.0
2020-12-27,New Hampshire,29.5
2021-01-03,New Hampshire,25.7
2021-01-10,New Hampshire,29.5
2021-01-17,New Hampshire,26.4
2021-01-24,New Hampshire,18.1
2021-01-31,New Hampshire,23.2
2021-02-07,New Hampshire,14.2
2021-02-14,New Hampshire,22.1
2021-02-21,New Hampshire,27.0
2021-02-28,New Hampshire,23.3
2021-03-07,New Hampshire,32.9
2021-03-14,New Hampshire,29.2
2021-03-21,New Hampshire,48.0
2021-03-28,New Hampshire,38.5
2021-04-04,New Hampshire,49.6
2021-04-11,New Hampshire,45.1
2021-04-18,New Hampshire,45.2
2021-04-25,New Hampshire,48.3
2021-05-02,New Hampshire,49.7
2021-05-09,New Hampshire,53.8
2021-05-16,New Hampshire,66.0
2021-05-23,New Hampshire,62.2
2021-05-30,New Hampshire,62.6
2021-06-06,New Hampshire,73.1
2021-06-13,New Hampshire,66.6
2021-06-20,New Hampshire,69.2
2021-06-27,New Hampshire,74.7
2021-07-04,New Hampshire,66.1
2021-07-11,New Hampshire,70.1
2021-07-18,New Hampshire,67.7
2021-07-25,New Hampshire,66.5
2021-08-01,New Hampshire,67.2
2021-08-08,New Hampshire,75.0
2021-08-15,New Hampshire,70.6
2021-08-22,New Hampshire,73.0
2021-08-29,New Hampshire,65.3
2021-09-05,New Hampshire,64.2
2021-09-12,New Hampshire,65.4
2021-09-19,New Hampshire,63.6
2021-09-26,New Hampshire,55.5
2021-10-03,New Hampshire,57.1
2021-10-10,New Hampshire,61.6
2021-10-17,New Hampshire,52.0
2021-10-24,New Hampshire,45.2
2021-10-31,New Hampshire,41.7
2021-11-07,New Hampshire,44.0
2021-11-14,New Hampshire,38.6
2021-11-21,New Hampshire,34.6
2021-11-28,New Hampshire,30.1
2021-12-05,New Hampshire,31.7
2021-12-12,New Hampshire,38.0
2021-12-19,New Hampshire,21.9
2021-12-26,New Hampshire,31.4
2022-01-02,New Hampshire,22.1
2022-01-09,New Hampshire,14.2
2022-01-16,New Hampshire,14.1
2022-01-23,New Hampshire,13.5
2022-01-30,New Hampshire,19.7
2022-02-06,New Hampshire,27.9
2022-02-13,New Hampshire,23.0
2022-02-20,New Hampshire,26.7
2022-02-27,New Hampshire,19.1
2022-03-06,New Hampshire,36.4
2022-03-13,New Hampshire,39.0
2022-03-20,New Hampshire,39.9
2022-03-27,New Hampshire,35.0
2022-04-03,New Hampshire,41.9
2022-04-10,New Hampshire,47.5
2022-04-17,New Hampshire,43.4
2022-04-24,New Hampshire,45.2
2022-05-01,New Hampshire,49.7
2022-05-08,New Hampshire,59.6
2022-05-15,New Hampshire,60.9
2022-05-22,New Hampshire,64.3
2022-05-29,New Hampshire,64.1
2022-06-05,New Hampshire,63.6
2022-06-12,New Hampshire,66.5
2022-06-19,New Hampshire,64.6
2022-06-26,New Hampshire,73.2
2022-07-03,New Hampshire,69.0
2022-07-10,New Hampshire,71.9
2022-07-17,New Hampshire,77.1
2022-07-24,New Hampshire,74.0
2022-07-31,New Hampshire,76.0
2022-08-07,New Hampshire,73.3
2022-08-14,New Hampshire,69.2
2022-08-21,New Hampshire,71.5
2022-08-28,New Hampshire,69.1
2022-09-04,New Hampshire,65.1
2022-09-11,New Hampshire,63.1
2022-09-18,New Hampshire,57.0
2022-09-25,New Hampshire,53.9
2022-10-02,New Hampshire,52.7
2022-10-09,New Hampshire,51.7
2022-10-16,New Hampshire,48.2
2022-10-23,New Hampshire,52.6
2022-10-30,New Hampshire,52.3
2022-11-06,New Hampshire,53.4
2022-11-13,New Hampshire,34.1
2022-11-20,New Hampshire,32.6
2022-11-27,New Hampshire,37.3
2022-12-04,New Hampshire,35.5
2022-12-11,New Hampshire,28.4
2022-12-18,New Hampshire,25.0
2022-12-25,New Hampshire,29.0
2023-01-01,New Hampshire,34.4
2023-01-08,New Hampshire,28.1
2023-01-15,New Hampshire,30.5
2023-01-22,New Hampshire,27.4
2023-01-29,New Hampshire,15.8
2023-02-05,New Hampshire,29.3
2023-02-12,New Hampshire,33.1
2023-02-19,New Hampshire,25.9
2023-02-26,New Hampshire,26.5
2023-03-05,New Hampshire,31.0
2023-03-12,New Hampshire,33.5
2023-03-19,New Hampshire,33.2
2023-03-26,New Hampshire,36.9
2023-04-02,New Hampshire,39.8
2023-04-09,New Hampshire,54.9
2023-04-16,New Hampshire,46.8
2023-04-23,New Hampshire,45.7
2023-04-30,New Hampshire,48.3
2023-05-07,New Hampshire,58.1
2023-05-14,New Hampshire,54.2
2023-05-21,New Hampshire,57.5
2023-05-28,New Hampshire,67.1
2023-06-04,New Hampshire,55.0
2023-06-11,New Hampshire,64.3
2023-06-18,New Hampshire,62.8
2023-06-25,New Hampshire,68.6
2023-07-02,New Hampshire,72.2
2023-07-09,New Hampshire,71.7
2023-07-16,New Hampshire,71.1
2023-07-23,New Hampshire,72.5
2023-07-30,New Hampshire,64.0
2023-08-06,New Hampshire,68.0
2023-08-13,New Hampshire,67.0
2023-08-20,New Hampshire,66.8
2023-08-27,New Hampshire,64.3
2023-09-03,New Hampshire,73.7
2023-09-10,New Hampshire,64.6
2023-09-17,New Hampshire,59.8
2023-09-24,New Hampshire,56.5
2023-10-01,New Hampshire,63.5
2023-10-08,New Hampshire,50.6
2023-10-15,New Hampshire,51.2
2023-10-22,New Hampshire,54.2
2023-10-29,New Hampshire,40.2
2023-11-05,New Hampshire,39.4
2023-11-12,New Hampshire,36.8
2023-11-19,New Hampshire,32.1
2023-11-26,New Hampshire,33.6
2023-12-03,New Hampshire,30.2
2023-12-10,New Hampshire,35.2
2023-12-17,New Hampshire,32.8
2023-12-24,New Hampshire,37.8
2023-12-31,New Hampshire,27.9
2020-01-12,New Jersey,40.2
2020-01-19,New Jersey,32.6
2020-01-26,New Jersey,35.8
2020-02-02,New Jersey,41.4
2020-02-09,New Jersey,37.1
2020-02-16,New Jersey,36.0
2020-02-23,New Jersey,39.4
2020-03-01,New Jersey,42.4
2020-03-08,New Jersey,49.6
2020-03-15,New Jersey,47.2
2020-03-22,New Jersey,44.3
2020-03-29,New Jersey,47.3
2020-04-05,New Jersey,51.3
2020-04-12,New Jersey,47.8
2020-04-19,New Jersey,46.5
2020-04-26,New Jersey,52.7
2020-05-03,New Jersey,52.1
2020-05-10,New Jersey,55.8
2020-05-17,New Jersey,58.1
2020-05-24,New Jersey,67.4
2020-05-31,New Jersey,68.9
2020-06-07,New Jersey,72.5
2020-06-14,New Jersey,67.3
2020-06-21,New Jersey,76.5
2020-06-28,New Jersey,77.4
2020-07-05,New Jersey,78.7
2020-07-12,New Jersey,77.2
2020-07-19,New Jersey,81.9
2020-07-26,New Jersey,81.8
2020-08-02,New Jersey,76.5
2020-08-09,New Jersey,77.8
2020-08-16,New Jersey,71.9
2020-08-23,New Jersey,77.3
2020-08-30,New Jersey,73.4
2020-09-06,New Jersey,71.9
2020-09-13,New Jersey,64.0
2020-09-20,New Jersey,61.9
2020-09-27,New Jersey,65.3
2020-10-04,New Jersey,59.8
2020-10-11,New Jersey,57.8
2020-10-18,New Jersey,61.6
2020-10-25,New Jersey,50.9
2020-11-01,New Jersey,50.3
2020-11-08,New Jersey,56.0
2020-11-15,New Jersey,43.9
2020-11-22,New Jersey,48.7
2020-11-29,New Jersey,44.1
2020-12-06,New Jersey,37.2
2020-12-13,New Jersey,31.2
2020-12-20,New Jersey,37.3
2020-12-27,New Jersey,36.5
2021-01-03,New Jersey,34.9
2021-01-10,New Jersey,35.6
2021-01-17,New Jersey,34.1
2021-01-24,New Jersey,28.2
2021-01-31,New Jersey,30.9
2021-02-07,New Jersey,25.7
2021-02-14,New Jersey,30.0
2021-02-21,New Jersey,36.3
2021-02-28,New Jersey,35.2
2021-03-07,New Jersey,44.1
2021-03-14,New Jersey,38.3
2021-03-21,New Jersey,52.5
2021-03-28,New Jersey,46.5
2021-04-04,New Jersey,53.1
2021-04-11,New Jersey,50.6
2021-04-18,New Jersey,51.6
2021-04-25,New Jersey,58.7
2021-05-02,New Jersey,58.7
2021-05-09,New Jersey,55.7
2021-05-16,New Jersey,69.4
2021-05-23,New Jersey,67.7
2021-05-30,New Jersey,64.6
2021-06-06,New Jersey,74.6
2021-06-13,New Jersey,70.1
2021-06-20,New Jersey,71.5
2021-06-27,New Jersey,78.7
2021-07-04,New Jersey,76.7
2021-07-11,New Jersey,78.8
2021-07-18,New Jersey,75.2
2021-07-25,New Jersey,76.0
2021-08-01,New Jersey,72.8
2021-08-08,New Jersey,79.9
2021-08-15,New Jersey,76.5
2021-08-22,New Jersey,77.9
2021-08-29,New Jersey,70.7
2021-09-05,New Jersey,70.2
2021-09-12,New Jersey,74.9
2021-09-19,New Jersey,68.6
2021-09-26,New Jersey,63.0
2021-10-03,New Jersey,66.4
2021-10-10,New Jersey,66.4
2021-10-17,New Jersey,58.8
2021-10-24,New Jersey,57.9
2021-10-31,New Jersey,46.2
2021-11-07,New Jersey,51.1
2021-11-14,New Jersey,43.8
2021-11-21,New Jersey,40.4
2021-11-28,New Jersey,40.6
2021-12-05,New Jersey,42.4
2021-12-12,New Jersey,46.2
2021-12-19,New Jersey,36.2
2021-12-26,New Jersey,44.3
2022-01-02,New Jersey,32.4
2022-01-09,New Jersey,28.3
2022-01-16,New Jersey,28.7
2022-01-23,New Jersey,27.0
2022-01-30,New Jersey,27.3
2022-02-06,New Jersey,37.7
2022-02-13,New Jersey,34.4
2022-02-20,New Jersey,39.2
2022-02-27,New Jersey,35.7
2022-03-06,New Jersey,45.0
2022-03-13,New Jersey,49.0
2022-03-20,New Jersey,48.5
2022-03-27,New Jersey,40.7
2022-04-03,New Jersey,47.5
2022-04-10,New Jersey,56.6
2022-04-17,New Jersey,48.5
2022-04-24,New Jersey,51.1
2022-05-01,New Jersey,55.4
2022-05-08,New Jersey,57.6
2022-05-15,New Jersey,67.0
2022-05-22,New Jersey,66.7
2022-05-29,New Jersey,72.3
2022-06-05,New Jersey,70.4
2022-06-12,New Jersey,72.6
2022-06-19,New Jersey,69.7
2022-06-26,New Jersey,77.5
2022-07-03,New Jersey,77.2
2022-07-10,New Jersey,77.7
2022-07-17,New Jersey,83.6
2022-07-24,New Jersey,81.1
2022-07-31,New Jersey,79.9
2022-08-07,New Jersey,81.3
2022-08-14,New Jersey,75.4
2022-08-21,New Jersey,77.2
2022-08-28,New Jersey,75.7
2022-09-04,New Jersey,72.3
2022-09-11,New Jersey,69.6
2022-09-18,New Jersey,67.3
2022-09-25,New Jersey,61.0
2022-10-02,New Jersey,55.3
2022-10-09,New Jersey,57.2
2022-10-16,New Jersey,51.7
2022-10-23,New Jersey,56.5
2022-10-30,New Jersey,57.4
2022-11-06,New Jersey,59.2
2022-11-13,New Jersey,40.3
2022-11-20,New Jersey,39.6
2022-11-27,New Jersey,43.2
2022-12-04,New Jersey,42.0
2022-12-11,New Jersey,36.3
2022-12-18,New Jersey,30.1
2022-12-25,New Jersey,33.4
2023-01-01,New Jersey,49.6
2023-01-08,New Jersey,38.6
2023-01-15,New Jersey,38.4
2023-01-22,New Jersey,37.9
2023-01-29,New Jersey,32.8
2023-02-05,New Jersey,41.4
2023-02-12,New Jersey,45.3
2023-02-19,New Jersey,40.7
2023-02-26,New Jersey,39.3
2023-03-05,New Jersey,39.9
2023-03-12,New Jersey,41.1
2023-03-19,New Jersey,44.1
2023-03-26,New Jersey,46.5
2023-04-02,New Jersey,53.1
2023-04-09,New Jersey,61.1
2023-04-16,New Jersey,57.1
2023-04-23,New Jersey,51.9
2023-04-30,New Jersey,51.6
2023-05-07,New Jersey,64.0
2023-05-14,New Jersey,61.7
2023-05-21,New Jersey,62.7
2023-05-28,New Jersey,67.0
2023-06-04,New Jersey,65.3
2023-06-11,New Jersey,69.5
2023-06-18,New Jersey,68.7
2023-06-25,New Jersey,72.9
2023-07-02,New Jersey,78.4
2023-07-09,New Jersey,77.7
2023-07-16,New Jersey,76.0
2023-07-23,New Jersey,78.5
2023-07-30,New Jersey,72.6
2023-08-06,New Jersey,74.8
2023-08-13,New Jersey,75.2
2023-08-20,New Jersey,73.9
2023-08-27,New Jersey,71.4
2023-09-03,New Jersey,79.5
2023-09-10,New Jersey,69.5
2023-09-17,New Jersey,63.4
2023-09-24,New Jersey,60.6
2023-10-01,New Jersey,66.8
2023-10-08,New Jersey,54.8
2023-10-15,New Jersey,55.1
2023-10-22,New Jersey,58.3
2023-10-29,New Jersey,48.1
2023-11-05,New Jersey,49.5
2023-11-12,New Jersey,45.0
2023-11-19,New Jersey,42.5
2023-11-26,New Jersey,39.4
2023-12-03,New Jersey,40.8
2023-12-10,New Jersey,40.9
2023-12-17,New Jersey,39.2
2023-12-24,New Jersey,44.4
2023-12-31,New Jersey,38.1
2020-01-12,New Mexico,33.6
2020-01-19,New Mexico,34.7
2020-01-26,New Mexico,33.8
2020-02-02,New Mexico,33.6
2020-02-09,New Mexico,29.5
2020-02-16,New Mexico,35.0
2020-02-23,New Mexico,35.4
2020-03-01,New Mexico,42.2
2020-03-08,New Mexico,47.5
2020-03-15,New Mexico,44.0
2020-03-22,New Mexico,47.5
2020-03-29,New Mexico,49.2
2020-04-05,New Mexico,54.9
2020-04-12,New Mexico,38.4
2020-04-19,New Mexico,53.0
2020-04-26,New Mexico,65.3
2020-05-03,New Mexico,63.3
2020-05-10,New Mexico,62.8
2020-05-17,New Mexico,67.0
2020-05-24,New Mexico,65.1
2020-05-31,New Mexico,72.3
2020-06-07,New Mexico,67.2
2020-06-14,New Mexico,71.3
2020-06-21,New Mexico,74.9
2020-06-28,New Mexico,74.3
2020-07-05,New Mexico,79.2
2020-07-12,New Mexico,78.2
2020-07-19,New Mexico,70.4
2020-07-26,New Mexico,69.1
2020-08-02,New Mexico,73.6
2020-08-09,New Mexico,77.0
2020-08-16,New Mexico,75.6
2020-08-23,New Mexico,75.7
2020-08-30,New Mexico,71.1
2020-09-06,New Mexico,56.6
2020-09-13,New Mexico,61.1
2020-09-20,New Mexico,67.9
2020-09-27,New Mexico,59.5
2020-10-04,New Mexico,63.8
2020-10-11,New Mexico,59.7
2020-10-18,New Mexico,59.0
2020-10-25,New Mexico,36.7
2020-11-01,New Mexico,52.7
2020-11-08,New Mexico,41.1
2020-11-15,New Mexico,51.0
2020-11-22,New Mexico,39.1
2020-11-29,New Mexico,31.5
2020-12-06,New Mexico,38.0
2020-12-13,New Mexico,28.3
2020-12-20,New Mexico,32.6
2020-12-27,New Mexico,31.4
2021-01-03,New Mexico,34.1
2021-01-10,New Mexico,32.4
2021-01-17,New Mexico,35.3
2021-01-24,New Mexico,30.7
2021-01-31,New Mexico,37.8
2021-02-07,New Mexico,41.7
2021-02-14,New Mexico,18.1
2021-02-21,New Mexico,33.1
2021-02-28,New Mexico,37.2
2021-03-07,New Mexico,45.1
2021-03-14,New Mexico,41.3
2021-03-21,New Mexico,39.0
2021-03-28,New Mexico,49.1
2021-04-04,New Mexico,56.8
2021-04-11,New Mexico,48.5
2021-04-18,New Mexico,45.8
2021-04-25,New Mexico,55.2
2021-05-02,New Mexico,59.2
2021-05-09,New Mexico,59.7
2021-05-16,New Mexico,60.9
2021-05-23,New Mexico,66.2
2021-05-30,New Mexico,63.4
2021-06-06,New Mexico,75.4
2021-06-13,New Mexico,79.3
2021-06-20,New Mexico,75.8
2021-06-27,New Mexico,60.8
2021-07-04,New Mexico,70.3
2021-07-11,New Mexico,70.5
2021-07-18,New Mexico,69.5
2021-07-25,New Mexico,67.4
2021-08-01,New Mexico,68.7
2021-08-08,New Mexico,70.3
2021-08-15,New Mexico,67.9
2021-08-22,New Mexico,71.0
2021-08-29,New Mexico,67.4
2021-09-05,New Mexico,71.3
2021-09-12,New Mexico,70.8
2021-09-19,New Mexico,64.2
2021-09-26,New Mexico,55.6
2021-10-03,New Mexico,58.6
2021-10-10,New Mexico,48.3
2021-10-17,New Mexico,54.9
2021-10-24,New Mexico,51.2
2021-10-31,New Mexico,49.7
2021-11-07,New Mexico,51.0
2021-11-14,New Mexico,47.4
2021-11-21,New Mexico,41.3
2021-11-28,New Mexico,47.5
2021-12-05,New Mexico,40.0
2021-12-12,New Mexico,36.7
2021-12-19,New Mexico,39.9
2021-12-26,New Mexico,35.8
2022-01-02,New Mexico,32.9
2022-01-09,New Mexico,35.5
2022-01-16,New Mexico,34.1
2022-01-23,New Mexico,31.8
2022-01-30,New Mexico,21.9
2022-02-06,New Mexico,28.8
2022-02-13,New Mexico,34.7
2022-02-20,New Mexico,32.8
2022-02-27,New Mexico,43.7
2022-03-06,New Mexico,32.6
2022-03-13,New Mexico,43.7
